Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
660,2018,Telangana,Telangana_Zone5,south,18758830,90900,8413,dirt road,69.63,1,0,1,0,1,0.461,0.99,0.425,0,5.0,82.81,0.583,2.6076,29662,89135,2335
661,2018,Tripura,Tripura_Zone1,north_east,4106258,164974,21756,proper road,52.82,0,0,0,0,0,0.235,0.718,0.84,0,21.082,22.99,0.25,0.253,52016,77255,788
662,2018,Tripura,Tripura_Zone2,north_east,3578141,182979,13714,dirt road,58.49,0,0,0,0,0,0.282,0.654,0.833,1,33.225,20.06,0.333,0.5899,95413,155964,1429
663,2018,Tripura,Tripura_Zone3,north_east,4729148,296919,21552,proper road,45.95,0,0,0,0,0,0.159,0.562,0.717,0,66.151,40.74,0.417,0.4168,98480,154305,1621
664,2018,Tripura,Tripura_Zone4,north_east,3079467,264979,12200,proper road,42.85,0,1,0,0,0,0.108,0.642,0.831,1,52.313,20.33,0.5,1.0977,222196,372620,10319
665,2018,Tripura,Tripura_Zone5,north_east,4207849,200394,24725,dirt road,67.64,1,0,0,0,0,0.483,0.567,0.808,0,66.018,27.64,0.583,1.5507,170000,352838,10699
666,2018,Uttar Pradesh,Uttar Pradesh_Zone1,north,25092442,34503,8098,dirt road,56.23,0,0,1,0,0,0.114,0.663,0.792,0,5.0,30.01,0.25,1.2144,4958,9291,78
667,2018,Uttar Pradesh,Uttar Pradesh_Zone2,north,14385793,33037,13107,dirt road,38.67,0,0,0,1,0,0.362,0.651,0.777,1,5.0,26.82,0.333,0.6307,5369,8017,84
668,2018,Uttar Pradesh,Uttar Pradesh_Zone3,north,28204553,38549,17689,proper road,89.91,1,0,1,0,0,0.122,0.629,0.9,0,5.0,14.4,0.417,1.7556,6504,14482,384
669,2018,Uttar Pradesh,Uttar Pradesh_Zone4,north,27434434,33357,11719,proper road,83.14,0,0,0,0,0,0.221,0.705,0.83,1,5.0,20.37,0.5,0.2665,1964,3554,30
670,2018,Uttar Pradesh,Uttar Pradesh_Zone5,north,17110870,39793,16493,proper road,84.57,1,0,0,0,0,0.05,0.575,0.743,0,5.0,36.97,0.583,1.2922,8530,18941,547
671,2018,Uttarakhand,Uttarakhand_Zone1,north,7618759,178689,22521,proper road,75.77,0,1,1,0,0,0.398,0.741,0.463,0,26.438,77.28,0.25,1.9054,102683,284636,5948
672,2018,Uttarakhand,Uttarakhand_Zone2,north,5664878,280280,24887,dirt road,49.26,0,0,0,0,0,0.452,0.736,0.453,1,67.364,65.64,0.333,0.815,112788,226872,2139
673,2018,Uttarakhand,Uttarakhand_Zone3,north,3523820,183048,26606,proper road,57.54,0,0,1,0,0,0.347,0.821,0.428,0,43.434,82.35,0.417,1.09,141724,318200,2811
674,2018,Uttarakhand,Uttarakhand_Zone4,north,4375933,266941,10001,proper road,94.91,1,0,0,0,1,0.198,0.839,0.414,1,81.047,70.29,0.5,1.7907,242969,721867,19843
675,2018,Uttarakhand,Uttarakhand_Zone5,north,5945896,215511,11916,proper road,52.32,0,1,0,0,0,0.489,0.776,0.37,0,46.638,90.7,0.583,1.3529,121352,291162,7372
676,2018,West Bengal,West Bengal_Zone1,east,16693175,322015,13642,damaged road,73.96,1,1,0,0,1,0.104,0.978,0.493,0,16.111,73.07,0.25,3.3663,356576,1173009,60302
677,2018,West Bengal,West Bengal_Zone2,east,26245378,197633,20927,dirt road,54.42,0,1,0,0,0,0.373,0.976,0.476,1,9.461,62.85,0.333,1.4786,29448,68439,1728
678,2018,West Bengal,West Bengal_Zone3,east,27086537,222760,18464,dirt road,84.13,0,1,0,1,0,0.2,0.99,0.54,0,11.884,66.28,0.417,1.4272,29784,76959,1653
679,2018,West Bengal,West Bengal_Zone4,east,15214052,266605,22146,dirt road,69.45,1,1,0,0,0,0.367,0.956,0.587,1,13.207,49.55,0.5,2.3109,237890,643280,25321
680,2018,West Bengal,West Bengal_Zone5,east,12329831,220563,10129,dirt road,47.94,0,0,0,0,1,0.372,0.946,0.545,0,25.354,65.57,0.583,1.0457,50535,101474,941
681,2018,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,9541952,81298,27344,dirt road,71.57,0,1,0,0,0,0.064,0.545,0.5,0,11.925,72.05,0.25,1.6778,35148,89443,2004
682,2018,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,14052126,69830,14021,dirt road,55.03,0,1,0,0,0,0.192,0.533,0.428,1,5.0,68.59,0.333,1.7335,21897,54199,1291
683,2018,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,18526913,70682,20623,proper road,34.24,0,0,1,0,0,0.05,0.573,0.409,0,5.282,85.09,0.417,1.2273,13058,26103,268
684,2018,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,13682433,95625,29141,damaged road,58.27,0,0,0,0,0,0.482,0.546,0.366,1,9.188,76.06,0.5,1.5708,28096,71719,2202
