Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1822,2025,Chhattisgarh,Chhattisgarh_Zone2,central,20012044,145035,8856,dirt road,42.11,0,0,0,0,0,0.665,0.922,0.601,1,7.691,47.91,0.917,0.6185,22954,39134,412
1823,2025,Chhattisgarh,Chhattisgarh_Zone3,central,23850508,123813,16678,proper road,82.68,1,0,0,1,0,0.139,0.942,0.577,0,5.0,60.87,0.0,1.2249,25735,62667,1823
1824,2025,Chhattisgarh,Chhattisgarh_Zone4,central,14237426,175974,12224,proper road,87.76,1,0,0,0,0,0.278,0.99,0.629,1,12.819,44.57,0.083,1.165,55860,133105,3863
1825,2025,Chhattisgarh,Chhattisgarh_Zone5,central,11408222,116787,6363,proper road,74.18,1,0,0,0,1,0.182,0.99,0.531,0,12.708,67.57,0.167,1.6335,59716,152826,4287
1826,2025,Goa,Goa_Zone1,west,9571389,261902,6352,damaged road,65.54,1,0,0,0,0,0.237,0.425,0.797,0,24.445,29.21,0.833,2.2296,199666,467809,22240
1827,2025,Goa,Goa_Zone2,west,6726527,206291,7552,damaged road,81.42,1,0,0,0,0,0.248,0.437,0.818,1,37.725,21.8,0.917,2.2086,218621,528259,24295
1828,2025,Goa,Goa_Zone3,west,7536940,126422,7713,proper road,50.82,0,0,0,0,0,0.191,0.505,0.825,0,19.407,25.19,0.0,0.37,39169,58971,604
1829,2025,Goa,Goa_Zone4,west,8432256,267919,5603,proper road,93.0,1,0,1,0,0,0.243,0.455,0.813,1,24.072,22.4,0.083,1.9031,198985,493555,12606
1830,2025,Goa,Goa_Zone5,west,8931897,264886,3765,proper road,49.94,0,0,0,0,0,0.621,0.471,0.772,0,24.753,32.84,0.167,0.4244,69823,109737,1090
1831,2025,Gujarat,Gujarat_Zone1,west,28235192,28038,23282,dirt road,74.69,1,0,0,0,0,0.127,0.7,0.321,0,5.0,97.84,0.833,1.8258,7168,20793,611
1832,2025,Gujarat,Gujarat_Zone2,west,22051464,27165,12530,dirt road,77.45,0,0,0,0,0,0.39,0.661,0.305,1,5.0,83.38,0.917,0.9559,5441,14070,115
1833,2025,Gujarat,Gujarat_Zone3,west,33313354,26547,21826,proper road,63.18,1,0,0,0,0,0.171,0.734,0.378,0,5.0,89.58,0.0,1.4683,4907,12502,406
1834,2025,Gujarat,Gujarat_Zone4,west,17489838,20349,11927,damaged road,32.92,0,0,0,1,0,0.052,0.681,0.387,1,5.0,73.57,0.083,1.4884,7222,15581,578
1835,2025,Gujarat,Gujarat_Zone5,west,22863722,24210,15651,proper road,65.53,1,0,0,0,0,0.46,0.616,0.395,0,5.0,87.19,0.167,1.516,6841,17754,543
1836,2025,Haryana,Haryana_Zone1,north,19855760,122202,12496,damaged road,49.65,0,0,1,0,0,0.094,0.774,0.685,0,6.672,45.3,0.833,1.8334,78521,171093,5126
1837,2025,Haryana,Haryana_Zone2,north,13173186,138235,12559,dirt road,65.54,0,0,1,0,0,0.408,0.893,0.688,1,11.283,37.48,0.917,1.1723,48700,100183,831
1838,2025,Haryana,Haryana_Zone3,north,20106390,132671,17821,proper road,48.54,0,0,0,0,0,0.195,0.858,0.776,0,5.0,32.31,0.0,0.2279,13238,19775,208
1839,2025,Haryana,Haryana_Zone4,north,14369382,207758,20494,damaged road,93.87,1,0,0,0,0,0.684,0.863,0.753,1,17.718,29.65,0.083,2.0413,141059,367111,16277
1840,2025,Haryana,Haryana_Zone5,north,14743415,120768,27692,dirt road,94.07,0,0,1,0,1,0.103,0.93,0.681,0,11.964,45.99,0.167,1.5588,47860,122803,823
1841,2025,Himachal Pradesh,Himachal Pradesh_Zone1,north,15860992,49479,20347,dirt road,36.16,0,0,0,0,0,0.329,0.695,0.295,0,5.0,101.56,0.833,0.9461,13040,26598,273
1842,2025,Himachal Pradesh,Himachal Pradesh_Zone2,north,11086228,20224,21780,dirt road,45.16,0,0,0,0,0,0.264,0.71,0.327,1,5.0,80.73,0.917,0.916,7791,16779,162
1843,2025,Himachal Pradesh,Himachal Pradesh_Zone3,north,14343427,51965,23053,proper road,36.31,0,0,1,0,0,0.367,0.637,0.379,0,5.0,89.44,0.0,1.2162,18177,37720,363
1844,2025,Himachal Pradesh,Himachal Pradesh_Zone4,north,21928661,51749,21548,proper road,54.68,0,0,0,0,0,0.318,0.699,0.378,1,5.0,74.69,0.083,0.5861,7671,15812,154
1845,2025,Himachal Pradesh,Himachal Pradesh_Zone5,north,19418501,29212,28946,damaged road,67.34,1,0,0,0,0,0.135,0.645,0.55,0,5.0,64.75,0.167,2.2922,12821,34676,1642
1846,2025,Jharkhand,Jharkhand_Zone1,east,12229460,78074,10835,proper road,40.62,0,0,1,0,1,0.169,0.562,0.677,0,5.242,46.51,0.833,1.4451,34986,67065,603
1847,2025,Jharkhand,Jharkhand_Zone2,east,15188606,102074,9164,damaged road,52.48,0,0,1,0,0,0.24,0.474,0.772,1,7.588,27.38,0.917,1.9229,88508,184648,5559
1848,2025,Jharkhand,Jharkhand_Zone3,east,9086093,63884,10676,proper road,73.81,0,0,0,0,0,0.375,0.553,0.673,0,5.0,47.1,0.0,0.4527,18505,35757,310
1849,2025,Jharkhand,Jharkhand_Zone4,east,15210971,108398,15041,damaged road,62.97,0,0,0,0,1,0.07,0.563,0.582,1,5.032,50.17,0.083,1.8113,47160,113448,3481
1850,2025,Jharkhand,Jharkhand_Zone5,east,10320788,103970,17224,dirt road,43.47,0,0,1,0,0,0.253,0.53,0.685,0,8.446,45.29,0.167,1.3549,51421,99366,877
1851,2025,Karnataka,Karnataka_Zone1,south,2395785,151797,5418,proper road,69.67,1,0,0,0,0,0.51,0.68,0.77,0,78.877,33.12,0.833,1.2211,267299,545905,16695
1852,2025,Karnataka,Karnataka_Zone2,south,3427489,177020,5753,proper road,68.42,0,0,0,0,0,0.253,0.671,0.714,1,41.71,34.33,0.917,0.3645,110173,197128,1772
1853,2025,Karnataka,Karnataka_Zone3,south,3573004,134838,9314,proper road,35.43,0,0,0,0,0,0.196,0.579,0.634,0,46.644,52.72,0.0,0.4669,92350,142418,1642
1854,2025,Karnataka,Karnataka_Zone4,south,3085019,222830,5276,proper road,78.18,1,0,1,0,0,0.479,0.683,0.647,1,105.658,42.34,0.083,1.9053,433274,1096340,29681
1855,2025,Karnataka,Karnataka_Zone5,south,2703106,218093,4538,proper road,34.84,0,0,1,0,0,0.475,0.685,0.722,0,105.445,40.0,0.167,0.9518,283526,464888,4695
1856,2025,Kerala,Kerala_Zone1,south,14974345,119446,10291,damaged road,59.25,0,0,1,0,0,0.311,0.615,0.39,0,5.0,87.88,0.833,2.1198,113620,310591,9130
1857,2025,Kerala,Kerala_Zone2,south,14685686,109051,11372,proper road,36.61,0,0,1,0,0,0.385,0.461,0.425,1,9.787,68.97,0.917,1.272,37547,77495,717
1858,2025,Kerala,Kerala_Zone3,south,13392075,88840,12218,proper road,40.9,0,0,0,0,0,0.495,0.609,0.398,0,5.932,86.76,0.0,0.6173,20500,38400,401
1859,2025,Kerala,Kerala_Zone4,south,12575586,126709,7606,proper road,62.47,1,0,0,0,1,0.262,0.553,0.348,1,14.057,78.26,0.083,1.9799,69732,191179,5644
1860,2025,Kerala,Kerala_Zone5,south,6802205,82227,11930,dirt road,83.0,1,0,1,0,0,0.773,0.601,0.409,0,15.982,85.13,0.167,2.4135,138245,431517,10770
1861,2025,Madhya Pradesh,Madhya Pradesh_Zone1,central,16822444,129742,3071,damaged road,70.68,0,0,0,0,0,0.205,0.656,0.434,0,8.667,81.47,0.833,1.468,42681,109136,3364
1862,2025,Madhya Pradesh,Madhya Pradesh_Zone2,central,14448660,114316,3154,proper road,44.53,0,0,0,1,0,0.235,0.693,0.44,1,7.191,67.14,0.917,0.545,23266,42786,463
1863,2025,Madhya Pradesh,Madhya Pradesh_Zone3,central,15429073,173900,2945,dirt road,60.76,1,0,0,0,0,0.319,0.777,0.445,0,7.115,79.95,0.0,1.6999,69449,175634,5437
1864,2025,Madhya Pradesh,Madhya Pradesh_Zone4,central,12448336,116973,2763,dirt road,42.76,0,0,1,0,0,0.247,0.715,0.331,1,6.545,80.27,0.083,1.5107,53066,125158,1054
1865,2025,Madhya Pradesh,Madhya Pradesh_Zone5,central,12623537,226321,4459,proper road,88.5,0,0,0,0,0,0.053,0.695,0.467,0,17.226,76.77,0.167,0.5257,49595,115121,954
1866,2025,Maharashtra,Maharashtra_Zone1,west,9029590,71545,27118,proper road,93.29,1,0,0,0,0,0.262,0.831,0.448,0,8.87,79.55,0.833,1.3714,41946,118153,3241
1867,2025,Maharashtra,Maharashtra_Zone2,west,9552813,39446,20253,damaged road,72.45,0,0,0,0,1,0.246,0.817,0.317,1,5.0,81.94,0.917,1.8696,28271,81764,2410
1868,2025,Maharashtra,Maharashtra_Zone3,west,9154398,97865,16363,proper road,56.44,0,0,0,0,0,0.232,0.869,0.321,0,5.653,97.71,0.0,0.5403,30371,63037,631
1869,2025,Maharashtra,Maharashtra_Zone4,west,6765620,56779,20549,damaged road,65.57,0,0,1,0,1,0.305,0.765,0.316,1,9.608,82.13,0.083,2.4967,133240,412436,10926
1870,2025,Maharashtra,Maharashtra_Zone5,west,9265364,59292,15393,damaged road,30.86,0,0,0,0,0,0.198,0.767,0.457,0,5.0,78.19,0.167,1.3967,34544,70711,2685
1871,2025,Manipur,Manipur_Zone1,north_east,6601285,81786,6752,proper road,37.73,0,0,0,0,0,0.154,0.822,0.58,0,11.021,60.55,0.833,0.3835,29732,47006,538
1872,2025,Manipur,Manipur_Zone2,north_east,4248707,114079,13021,proper road,93.19,0,0,1,0,1,0.202,0.794,0.5,1,20.043,60.02,0.917,1.4533,137656,375027,2669
1873,2025,Manipur,Manipur_Zone3,north_east,3605763,79128,9507,dirt road,42.64,0,0,0,0,1,0.133,0.762,0.577,0,21.458,60.98,0.0,1.1155,93605,179253,1687
1874,2025,Manipur,Manipur_Zone4,north_east,6052965,123908,6977,proper road,55.09,0,0,0,0,0,0.175,0.785,0.516,1,18.079,58.09,0.083,0.4465,51435,94266,950
1875,2025,Manipur,Manipur_Zone5,north_east,4017385,55730,10422,damaged road,38.75,0,0,1,0,0,0.088,0.813,0.484,0,14.83,74.25,0.167,1.9543,175468,403829,13465
1876,2025,Meghalaya,Meghalaya_Zone1,north_east,16746776,91042,7547,dirt road,54.75,0,0,0,0,0,0.218,0.648,0.614,0,5.0,55.56,0.833,0.7459,19564,36433,338
1877,2025,Meghalaya,Meghalaya_Zone2,north_east,11078181,121790,6450,proper road,75.88,1,0,0,0,0,0.083,0.661,0.653,1,7.192,41.61,0.917,1.3122,54880,125542,3863
1878,2025,Meghalaya,Meghalaya_Zone3,north_east,14951674,66532,14258,proper road,91.53,1,0,1,0,0,0.393,0.754,0.685,0,5.0,45.36,0.0,1.8434,29908,78500,2024
1879,2025,Meghalaya,Meghalaya_Zone4,north_east,13386743,55980,18814,proper road,76.67,1,0,0,0,0,0.05,0.602,0.625,1,5.788,45.0,0.083,1.3613,21978,51298,1489
1880,2025,Meghalaya,Meghalaya_Zone5,north_east,12393906,103739,12213,damaged road,50.65,0,0,0,0,0,0.063,0.609,0.662,0,5.718,48.73,0.167,1.3324,42778,86020,2940
1881,2025,Mizoram,Mizoram_Zone1,north_east,2859948,69414,7257,damaged road,52.86,0,0,0,0,0,0.295,0.609,0.2,0,28.789,115.14,0.833,1.6553,135170,360313,12280
1882,2025,Mizoram,Mizoram_Zone2,north_east,2793469,123031,8684,damaged road,77.83,1,0,0,0,0,0.27,0.549,0.324,1,27.243,81.16,0.917,2.499,329223,1075490,46859
1883,2025,Mizoram,Mizoram_Zone3,north_east,1859765,111286,12388,damaged road,44.08,0,0,1,1,0,0.254,0.602,0.365,0,35.878,91.46,0.0,2.1434,720628,1856226,59083
1884,2025,Mizoram,Mizoram_Zone4,north_east,2771653,95383,5201,damaged road,61.29,1,0,0,0,0,0.062,0.647,0.33,1,20.89,80.34,0.083,2.445,259811,776244,37348
1885,2025,Mizoram,Mizoram_Zone5,north_east,1900888,137908,12326,dirt road,34.14,0,0,1,0,0,0.203,0.519,0.437,0,104.945,81.07,0.167,1.5345,357382,766020,6868
1886,2025,Nagaland,Nagaland_Zone1,north_east,5067290,283267,2660,proper road,67.06,1,0,0,0,0,0.402,0.664,0.498,0,42.899,72.24,0.833,1.4194,267811,644040,20232
1887,2025,Nagaland,Nagaland_Zone2,north_east,6229976,147391,1426,proper road,36.44,0,0,1,0,0,0.115,0.766,0.656,1,34.301,41.33,0.917,0.9582,90363,155510,1563
1888,2025,Nagaland,Nagaland_Zone3,north_east,5025673,197671,3276,damaged road,85.03,1,0,0,0,0,0.111,0.724,0.544,0,24.069,65.69,0.0,2.2571,281256,799406,36924
1889,2025,Nagaland,Nagaland_Zone4,north_east,6940972,218706,2312,proper road,58.61,0,0,0,0,0,0.114,0.709,0.694,1,18.909,36.76,0.083,0.3599,69912,119371,1170
1890,2025,Nagaland,Nagaland_Zone5,north_east,7848544,203618,2744,damaged road,87.89,1,0,0,0,1,0.443,0.643,0.634,0,15.418,52.67,0.167,2.6343,212955,632073,26171
1891,2025,Odisha,Odisha_Zone1,east,29339682,174634,17975,dirt road,82.99,1,0,0,0,0,0.161,0.798,0.944,0,5.018,8.1,0.833,1.3403,31903,62562,1818
1892,2025,Odisha,Odisha_Zone2,east,17131903,150939,6337,proper road,44.58,0,0,0,0,0,0.343,0.751,0.878,1,12.448,14.69,0.917,0.2104,17248,23246,253
1893,2025,Odisha,Odisha_Zone3,east,28804307,162137,16291,proper road,94.89,1,0,1,0,0,0.379,0.714,0.889,0,5.155,15.99,0.0,1.7206,35755,83338,2138
1894,2025,Odisha,Odisha_Zone4,east,22493049,131368,6822,dirt road,73.93,0,0,0,0,0,0.097,0.754,0.99,1,5.336,2.0,0.083,0.4298,15410,24108,213
1895,2025,Odisha,Odisha_Zone5,east,23365855,144511,6476,dirt road,86.19,1,0,0,0,0,0.552,0.777,0.875,0,5.0,18.03,0.167,1.3992,34021,71928,2007
1896,2025,Punjab,Punjab_Zone1,north,10485756,43869,12443,proper road,56.0,0,0,0,0,0,0.164,0.563,0.472,0,5.0,76.06,0.833,0.5884,12871,25793,250
1897,2025,Punjab,Punjab_Zone2,north,12802138,28712,19229,damaged road,89.85,1,0,0,0,0,0.248,0.598,0.486,1,5.0,61.66,0.917,2.3607,19658,61216,2593
1898,2025,Punjab,Punjab_Zone3,north,6588632,20147,10330,damaged road,52.39,0,0,1,1,0,0.229,0.575,0.513,0,5.0,70.14,0.0,2.0533,43894,106337,3256
1899,2025,Punjab,Punjab_Zone4,north,12787187,20032,14466,proper road,60.47,0,0,0,1,0,0.16,0.529,0.528,1,5.0,56.69,0.083,0.5664,5035,9869,93
1900,2025,Punjab,Punjab_Zone5,north,14000464,26586,18889,dirt road,48.14,0,0,1,0,0,0.29,0.633,0.512,0,5.0,70.31,0.167,1.4255,11123,24310,209
1901,2025,Rajasthan,Rajasthan_Zone1,central,16343255,149036,5297,dirt road,59.77,0,0,0,0,0,0.05,0.476,0.88,0,11.478,17.29,0.833,0.6461,29346,47658,433
1902,2025,Rajasthan,Rajasthan_Zone2,central,11879583,124843,6052,proper road,86.65,1,0,0,0,0,0.124,0.512,0.913,1,7.009,10.42,0.917,1.205,50195,100980,2992
1903,2025,Rajasthan,Rajasthan_Zone3,central,17068117,277180,4493,dirt road,53.63,0,0,0,0,0,0.306,0.619,0.856,0,8.601,20.77,0.0,0.5914,48257,75721,724
1904,2025,Rajasthan,Rajasthan_Zone4,central,23056748,145539,3769,damaged road,88.71,1,0,1,0,0,0.266,0.52,0.99,1,8.775,2.0,0.083,2.6468,106917,256031,10070
1905,2025,Rajasthan,Rajasthan_Zone5,central,23591335,148166,6990,dirt road,30.94,0,0,0,0,0,0.469,0.597,0.813,0,5.0,26.94,0.167,0.6327,19855,27504,304
1906,2025,Sikkim,Sikkim_Zone1,north_east,11439819,155136,11827,proper road,69.46,0,0,0,0,0,0.303,0.775,0.398,0,16.242,86.75,0.833,0.5343,38142,83111,747
1907,2025,Sikkim,Sikkim_Zone2,north_east,9340683,235033,21635,dirt road,30.71,0,0,0,1,1,0.251,0.667,0.496,1,15.476,60.5,0.917,1.2196,114521,217515,2156
1908,2025,Sikkim,Sikkim_Zone3,north_east,18926930,234913,21474,proper road,66.98,1,0,0,1,1,0.155,0.77,0.294,0,10.319,101.72,0.0,1.9093,82273,236954,6995
1909,2025,Sikkim,Sikkim_Zone4,north_east,9069674,165216,9920,dirt road,60.51,1,0,0,0,0,0.418,0.796,0.442,1,17.326,66.97,0.083,1.6925,107058,267498,8403
1910,2025,Sikkim,Sikkim_Zone5,north_east,17235206,227198,23119,damaged road,55.04,0,0,0,0,0,0.233,0.651,0.316,0,12.575,98.56,0.167,1.5537,74161,184894,6194
1911,2025,Tamil Nadu,Tamil Nadu_Zone1,south,10360394,84690,7892,proper road,53.87,0,0,0,0,0,0.384,0.99,0.386,0,11.179,88.43,0.833,0.4349,21381,42087,433
1912,2025,Tamil Nadu,Tamil Nadu_Zone2,south,8573813,79068,8224,dirt road,48.31,0,0,0,0,1,0.404,0.99,0.395,1,7.64,72.55,0.917,1.1282,41449,91765,831
1913,2025,Tamil Nadu,Tamil Nadu_Zone3,south,10555368,74685,3488,proper road,78.21,1,0,0,0,0,0.375,0.949,0.365,0,5.361,91.49,0.0,1.3701,37097,99294,3183
1914,2025,Tamil Nadu,Tamil Nadu_Zone4,south,6134965,145020,6529,dirt road,94.17,1,0,1,0,0,0.325,0.99,0.471,1,17.17,63.53,0.083,2.1756,173075,531670,13808
1915,2025,Tamil Nadu,Tamil Nadu_Zone5,south,10118239,104876,8612,proper road,93.87,1,0,1,0,0,0.403,0.99,0.405,0,6.164,85.61,0.167,1.9212,69341,214356,5712
1916,2025,Telangana,Telangana_Zone1,south,10734116,74749,10255,damaged road,69.06,1,0,1,0,0,0.233,0.99,0.283,0,9.472,103.24,0.833,2.9069,129632,441564,19418
1917,2025,Telangana,Telangana_Zone2,south,14221611,105801,10338,proper road,52.69,0,0,0,0,0,0.345,0.99,0.337,1,8.113,79.59,0.917,0.4693,19938,40276,404
1918,2025,Telangana,Telangana_Zone3,south,14981892,164861,13013,proper road,49.81,0,0,0,0,0,0.174,0.963,0.373,0,7.932,90.31,0.0,0.4576,28640,56082,574
1919,2025,Telangana,Telangana_Zone4,south,15479587,145298,9692,proper road,44.82,0,0,1,0,0,0.349,0.927,0.26,1,12.353,88.76,0.083,1.1544,42932,98504,909
1920,2025,Telangana,Telangana_Zone5,south,9681798,93058,10995,proper road,84.3,0,0,0,0,0,0.271,0.894,0.406,0,13.669,85.57,0.167,0.4692,25636,60429,543
1921,2025,Tripura,Tripura_Zone1,north_east,2873230,175783,21828,damaged road,64.39,0,0,0,1,0,0.181,0.668,0.794,0,60.285,29.6,0.833,1.2099,257911,505978,16086
1922,2025,Tripura,Tripura_Zone2,north_east,2928712,284976,17503,proper road,56.4,0,0,1,0,0,0.479,0.732,0.908,1,125.761,11.03,0.917,0.7985,447074,716312,6718
1923,2025,Tripura,Tripura_Zone3,north_east,3980748,150809,21861,dirt road,46.01,0,0,0,0,1,0.195,0.737,0.743,0,22.337,37.01,0.0,1.0114,146494,256921,2402
1924,2025,Tripura,Tripura_Zone4,north_east,4480487,134919,24900,damaged road,74.36,1,0,0,0,0,0.533,0.634,0.86,1,31.468,16.85,0.083,2.0814,200420,456625,20877
1925,2025,Tripura,Tripura_Zone5,north_east,3858936,196714,8745,damaged road,69.78,1,0,1,0,0,0.137,0.644,0.787,0,38.388,30.73,0.167,2.7272,786549,2026462,86968
1926,2025,Uttar Pradesh,Uttar Pradesh_Zone1,north,23034653,44810,15188,proper road,40.42,0,0,0,0,0,0.128,0.592,0.801,0,5.0,28.71,0.833,0.3438,4849,6863,76
1927,2025,Uttar Pradesh,Uttar Pradesh_Zone2,north,32759140,49058,7415,proper road,83.08,0,0,1,0,0,0.1,0.733,0.815,1,5.0,22.24,0.917,0.8633,6272,12594,100
1928,2025,Uttar Pradesh,Uttar Pradesh_Zone3,north,17592036,27285,15328,dirt road,73.44,0,0,0,0,0,0.086,0.631,0.766,0,5.0,33.75,0.0,0.6485,5458,10258,88
1929,2025,Uttar Pradesh,Uttar Pradesh_Zone4,north,18407578,40068,12852,proper road,67.4,1,0,0,0,0,0.151,0.635,0.857,1,5.0,17.22,0.083,1.1828,11165,21535,698
1930,2025,Uttar Pradesh,Uttar Pradesh_Zone5,north,20473074,28309,13906,proper road,59.66,0,0,1,0,0,0.124,0.611,0.721,0,5.0,40.12,0.167,0.9893,6302,11913,106
1931,2025,Uttarakhand,Uttarakhand_Zone1,north,4453723,179468,19568,dirt road,71.94,1,0,0,0,0,0.161,0.921,0.546,0,28.855,65.34,0.833,1.557,214724,527816,15737
1932,2025,Uttarakhand,Uttarakhand_Zone2,north,7651446,202205,21936,dirt road,43.25,0,0,0,0,0,0.073,0.851,0.414,1,35.118,70.36,0.917,0.7851,87618,172467,1733
1933,2025,Uttarakhand,Uttarakhand_Zone3,north,7941887,252865,20884,proper road,34.36,0,0,0,0,0,0.05,0.891,0.456,0,28.594,78.35,0.0,0.4352,76854,126239,1475
1934,2025,Uttarakhand,Uttarakhand_Zone4,north,7628979,132537,13499,proper road,67.11,0,0,0,0,0,0.08,0.776,0.48,1,17.261,62.42,0.083,0.4763,46323,95439,875
1935,2025,Uttarakhand,Uttarakhand_Zone5,north,5371504,185173,19631,dirt road,30.98,0,0,1,0,0,0.229,0.85,0.522,0,46.64,68.85,0.167,1.3095,158928,300605,2936
1936,2025,West Bengal,West Bengal_Zone1,east,19807626,159932,23860,proper road,43.81,0,0,0,0,0,0.213,0.912,0.549,0,5.0,64.89,0.833,0.3595,19387,32389,361
1937,2025,West Bengal,West Bengal_Zone2,east,26480835,258612,11844,dirt road,35.91,0,0,1,0,0,0.076,0.99,0.58,1,11.28,50.35,0.917,1.1987,46469,87438,839
1938,2025,West Bengal,West Bengal_Zone3,east,19586355,315695,16271,dirt road,54.25,0,0,0,0,0,0.271,0.99,0.579,0,22.7,60.63,0.0,0.5997,47232,87929,855
1939,2025,West Bengal,West Bengal_Zone4,east,21796953,213772,21810,proper road,54.79,0,0,0,0,0,0.05,0.941,0.456,1,12.709,65.34,0.083,0.4108,24528,46183,476
1940,2025,West Bengal,West Bengal_Zone5,east,22262025,295071,22262,proper road,38.9,0,0,1,0,0,0.145,0.971,0.517,0,9.381,69.5,0.167,0.9523,52187,97975,1003
1941,2025,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,15136905,101566,14824,dirt road,76.6,1,0,1,0,0,0.533,0.457,0.417,0,8.07,83.98,0.833,2.4796,57492,179111,4557
1942,2025,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,14219250,124902,16145,proper road,44.95,0,0,0,0,0,0.327,0.552,0.291,1,9.31,85.03,0.917,0.7201,29740,61274,642
1943,2025,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,13945700,70184,18048,proper road,52.86,0,0,0,0,0,0.198,0.601,0.4,0,5.0,86.43,0.0,0.6197,16049,32158,314
