Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
229,2016,Jharkhand,Jharkhand_Zone4,east,12159719,114802,14743,dirt road,57.85,0,1,0,0,0,0.462,0.564,0.772,1,8.792,27.36,0.333,1.4777,33381,67554,1592
230,2016,Jharkhand,Jharkhand_Zone5,east,10556560,122596,14067,proper road,50.05,0,1,0,0,1,0.05,0.545,0.725,0,14.264,39.57,0.417,1.6197,44042,88388,2234
231,2016,Karnataka,Karnataka_Zone1,south,2170164,238962,3484,dirt road,72.87,0,1,1,0,0,0.249,0.582,0.717,0,100.948,40.75,0.083,2.1069,430502,1054688,21237
232,2016,Karnataka,Karnataka_Zone2,south,2495319,203944,9263,proper road,55.55,0,0,0,0,0,0.343,0.665,0.669,1,116.539,39.78,0.167,0.3998,112349,191829,1922
233,2016,Karnataka,Karnataka_Zone3,south,2441382,94461,7178,proper road,81.18,0,0,1,0,0,0.263,0.615,0.692,0,29.983,44.28,0.25,1.0079,94275,203859,1615
234,2016,Karnataka,Karnataka_Zone4,south,3533693,146461,6957,proper road,57.7,0,0,0,0,0,0.356,0.634,0.636,1,34.7,43.66,0.333,0.4374,62929,110986,1097
235,2016,Karnataka,Karnataka_Zone5,south,2546505,140402,5927,dirt road,40.49,0,1,0,0,0,0.222,0.676,0.662,0,47.457,48.61,0.417,1.4984,173779,345084,8784
236,2016,Kerala,Kerala_Zone1,south,6946689,63047,7590,dirt road,42.57,0,1,0,0,0,0.161,0.56,0.365,0,8.27,91.46,0.083,1.7647,36879,87832,2276
237,2016,Kerala,Kerala_Zone2,south,13557441,99039,5585,dirt road,53.43,0,1,1,0,0,0.51,0.6,0.464,1,9.979,64.37,0.167,2.2757,37476,98608,2090
238,2016,Kerala,Kerala_Zone3,south,11792434,100449,7893,proper road,66.68,1,0,0,0,1,0.26,0.621,0.487,0,10.898,73.91,0.25,1.8487,36189,93292,2789
239,2016,Kerala,Kerala_Zone4,south,7344212,72114,12588,dirt road,85.05,0,0,0,0,1,0.234,0.694,0.454,1,9.121,65.5,0.333,1.2349,30693,80940,586
240,2016,Kerala,Kerala_Zone5,south,8407122,128379,6241,dirt road,78.56,1,0,0,0,0,0.478,0.568,0.485,0,14.941,74.16,0.417,1.7767,60336,164603,4571
241,2016,Madhya Pradesh,Madhya Pradesh_Zone1,central,9739455,131566,1724,dirt road,57.72,0,1,0,0,0,0.282,0.656,0.491,0,14.371,73.28,0.083,1.628,50819,120741,2896
242,2016,Madhya Pradesh,Madhya Pradesh_Zone2,central,9836406,184022,2748,damaged road,56.43,0,0,1,0,0,0.373,0.73,0.498,1,24.172,60.25,0.167,1.9864,154319,392516,11654
243,2016,Madhya Pradesh,Madhya Pradesh_Zone3,central,8796818,133614,2345,dirt road,71.19,0,0,0,0,0,0.187,0.638,0.427,0,9.028,82.47,0.25,0.882,36188,83634,716
244,2016,Madhya Pradesh,Madhya Pradesh_Zone4,central,13492225,203641,4182,proper road,30.0,0,0,0,0,1,0.074,0.759,0.488,1,21.999,61.43,0.333,0.8791,36385,65888,694
245,2016,Madhya Pradesh,Madhya Pradesh_Zone5,central,13234004,184976,2904,proper road,36.17,0,1,1,0,0,0.133,0.714,0.557,0,11.558,63.85,0.417,1.8535,57911,123649,3074
246,2016,Maharashtra,Maharashtra_Zone1,west,8001837,82941,15178,proper road,71.11,0,1,0,0,0,0.372,0.827,0.432,0,10.364,81.84,0.083,1.2845,32943,83185,1923
247,2016,Maharashtra,Maharashtra_Zone2,west,7690195,93793,12962,proper road,92.63,1,1,0,0,0,0.05,0.768,0.422,1,12.736,69.39,0.167,2.2208,150437,478316,17369
248,2016,Maharashtra,Maharashtra_Zone3,west,8831887,41501,18583,dirt road,46.4,0,1,1,0,0,0.544,0.879,0.444,0,5.0,80.0,0.25,2.1491,22885,59028,1355
249,2016,Maharashtra,Maharashtra_Zone4,west,7349078,62010,26276,proper road,50.53,0,0,0,0,0,0.092,0.851,0.352,1,10.599,77.75,0.333,0.5283,15602,30423,312
250,2016,Maharashtra,Maharashtra_Zone5,west,9476882,55040,11551,dirt road,93.01,1,0,1,0,0,0.171,0.823,0.351,0,8.698,93.42,0.417,2.3427,29602,97700,2383
251,2016,Manipur,Manipur_Zone1,north_east,7778343,79174,11586,dirt road,58.73,0,0,0,0,0,0.193,0.826,0.555,0,11.214,64.03,0.083,0.6985,21202,40979,400
252,2016,Manipur,Manipur_Zone2,north_east,5181920,56704,11644,proper road,77.73,0,1,0,0,0,0.404,0.855,0.526,1,11.381,56.86,0.167,1.204,32690,78558,1818
253,2016,Manipur,Manipur_Zone3,north_east,4983048,58003,8506,proper road,68.72,1,0,1,0,0,0.247,0.816,0.696,0,15.463,43.73,0.25,1.8047,46748,108276,3194
254,2016,Manipur,Manipur_Zone4,north_east,8052690,56511,17957,damaged road,41.51,0,1,0,0,0,0.318,0.902,0.525,1,5.0,57.05,0.333,2.0816,33052,78938,3634
255,2016,Manipur,Manipur_Zone5,north_east,5386073,51067,14357,damaged road,54.91,0,0,0,0,0,0.338,0.816,0.633,0,8.087,52.92,0.417,1.2491,29349,61085,2069
256,2016,Meghalaya,Meghalaya_Zone1,north_east,14903759,103225,11552,damaged road,65.17,1,0,1,1,0,0.333,0.586,0.714,0,7.088,41.18,0.083,2.8071,79783,211270,9053
257,2016,Meghalaya,Meghalaya_Zone2,north_east,8062859,89726,8383,proper road,43.15,0,1,0,0,0,0.176,0.531,0.61,1,14.901,46.84,0.167,1.3076,35451,68906,1948
258,2016,Meghalaya,Meghalaya_Zone3,north_east,15813173,99720,18448,proper road,36.37,0,0,0,0,0,0.469,0.583,0.601,0,5.0,57.5,0.25,0.4879,11345,17993,202
259,2016,Meghalaya,Meghalaya_Zone4,north_east,8482250,96335,9425,proper road,94.32,1,0,1,0,0,0.269,0.611,0.636,1,5.726,43.67,0.333,1.9494,49705,138619,3444
260,2016,Meghalaya,Meghalaya_Zone5,north_east,11320007,53741,10557,proper road,36.4,0,0,0,0,0,0.378,0.634,0.617,0,5.0,55.12,0.417,0.4511,8298,13081,142
261,2016,Mizoram,Mizoram_Zone1,north_east,3757648,59306,6903,proper road,80.86,1,1,0,0,0,0.34,0.524,0.218,0,23.324,112.63,0.083,2.4857,211320,720623,28506
262,2016,Mizoram,Mizoram_Zone2,north_east,2628797,103881,11785,dirt road,86.32,1,1,1,0,0,0.177,0.621,0.187,1,40.276,97.51,0.167,3.3582,651100,2549269,89859
263,2016,Mizoram,Mizoram_Zone3,north_east,1983958,66888,12816,damaged road,88.96,1,0,0,0,0,0.555,0.657,0.216,0,36.245,112.89,0.25,2.5202,164466,577905,26349
264,2016,Mizoram,Mizoram_Zone4,north_east,2157182,118331,4644,proper road,80.71,0,0,0,0,0,0.366,0.546,0.359,1,60.866,76.87,0.333,0.6753,101880,245711,2079
265,2016,Mizoram,Mizoram_Zone5,north_east,2272277,89841,9721,dirt road,48.73,0,0,0,0,0,0.256,0.603,0.298,0,56.968,101.03,0.417,0.9895,94258,206932,1996
266,2016,Nagaland,Nagaland_Zone1,north_east,6770795,190145,2266,damaged road,42.76,0,0,0,0,1,0.129,0.744,0.715,0,26.104,41.01,0.083,1.6275,100851,199007,6713
267,2016,Nagaland,Nagaland_Zone2,north_east,6883203,147377,1705,proper road,46.05,0,0,1,0,0,0.528,0.654,0.652,1,12.583,41.76,0.167,1.0167,55188,100630,939
268,2016,Nagaland,Nagaland_Zone3,north_east,5988729,266497,1140,dirt road,73.48,1,0,1,0,0,0.054,0.616,0.669,0,66.603,47.7,0.25,2.2238,199614,508808,13910
269,2016,Nagaland,Nagaland_Zone4,north_east,8484775,122543,1622,damaged road,46.65,0,0,0,0,0,0.201,0.633,0.686,1,18.167,37.73,0.333,1.3034,44971,87479,2957
270,2016,Nagaland,Nagaland_Zone5,north_east,8988778,235113,3183,proper road,80.82,1,0,0,0,0,0.265,0.676,0.672,0,18.486,47.25,0.417,1.2918,80496,182226,5493
271,2016,Odisha,Odisha_Zone1,east,23222364,222283,14984,proper road,56.35,0,1,0,0,0,0.172,0.777,0.828,0,13.371,24.71,0.083,1.0316,26084,46580,1198
272,2016,Odisha,Odisha_Zone2,east,21482346,118250,11867,proper road,46.16,0,0,0,0,0,0.277,0.721,0.836,1,6.552,19.67,0.167,0.2544,7547,10662,116
273,2016,Odisha,Odisha_Zone3,east,21331986,196463,13787,proper road,37.8,0,0,0,0,0,0.439,0.704,0.89,0,10.704,15.78,0.25,0.2249,11848,15188,173
274,2016,Odisha,Odisha_Zone4,east,31723468,130612,14500,dirt road,74.05,1,0,0,0,0,0.289,0.714,0.858,1,5.554,17.07,0.333,1.4427,15223,30970,908
275,2016,Odisha,Odisha_Zone5,east,31288310,205091,8293,dirt road,63.22,0,0,0,0,0,0.057,0.68,0.889,0,8.776,16.0,0.417,0.5376,12459,20424,186
276,2016,Punjab,Punjab_Zone1,north,12034598,20126,14347,damaged road,33.07,0,1,1,0,0,0.134,0.673,0.61,0,5.0,56.19,0.083,2.7368,19952,47939,2122
277,2016,Punjab,Punjab_Zone2,north,9128787,27034,13340,proper road,58.64,0,0,0,0,0,0.169,0.611,0.516,1,5.0,58.04,0.167,0.5332,5626,10725,104
278,2016,Punjab,Punjab_Zone3,north,12808547,35269,14524,proper road,46.68,0,1,0,0,0,0.562,0.607,0.55,0,5.0,64.82,0.25,1.3115,9468,19526,520
279,2016,Punjab,Punjab_Zone4,north,7783747,28772,11373,proper road,89.48,0,1,0,0,0,0.246,0.607,0.533,1,5.281,56.08,0.333,1.3234,12420,32231,661
280,2016,Punjab,Punjab_Zone5,north,9175190,34495,19261,proper road,32.31,0,0,1,0,0,0.175,0.578,0.664,0,5.0,48.35,0.417,1.0462,10743,18256,184
281,2016,Rajasthan,Rajasthan_Zone1,central,17350757,289081,6555,proper road,65.0,0,0,0,0,0,0.331,0.489,0.849,0,21.972,21.75,0.083,0.3612,24874,40137,370
282,2016,Rajasthan,Rajasthan_Zone2,central,11511343,143389,5515,proper road,57.13,0,0,1,0,0,0.334,0.556,0.817,1,10.218,22.01,0.167,0.9505,31345,55814,480
283,2016,Rajasthan,Rajasthan_Zone3,central,12275466,224960,3259,proper road,89.11,0,1,0,0,0,0.35,0.55,0.893,0,24.81,15.38,0.25,1.0998,50518,103127,2213
284,2016,Rajasthan,Rajasthan_Zone4,central,14550287,161941,4582,proper road,65.4,0,0,1,0,0,0.356,0.586,0.967,1,13.794,3.99,0.333,0.8304,26125,42770,365
285,2016,Rajasthan,Rajasthan_Zone5,central,18248567,125230,4584,proper road,32.59,0,0,1,0,0,0.19,0.588,0.872,0,5.0,18.44,0.417,0.8957,17275,25230,257
286,2016,Sikkim,Sikkim_Zone1,north_east,18260222,182674,21920,proper road,39.49,0,0,0,0,0,0.179,0.694,0.285,0,11.36,102.95,0.083,0.6535,20217,39363,426
287,2016,Sikkim,Sikkim_Zone2,north_east,16120005,274108,17147,proper road,42.78,0,0,0,0,0,0.21,0.621,0.444,1,22.512,66.68,0.167,0.5786,31536,57026,609
288,2016,Sikkim,Sikkim_Zone3,north_east,10294345,287539,16385,dirt road,31.65,0,1,1,0,0,0.341,0.662,0.324,0,16.215,97.38,0.25,2.3422,132610,338517,8146
289,2016,Sikkim,Sikkim_Zone4,north_east,10053664,292799,9837,proper road,38.01,0,0,0,1,0,0.322,0.703,0.312,1,30.48,82.61,0.333,0.6303,55112,106478,1122
290,2016,Sikkim,Sikkim_Zone5,north_east,10969166,293896,16092,proper road,79.39,0,1,0,0,0,0.19,0.682,0.346,0,19.476,94.24,0.417,1.417,85482,236392,5293
291,2016,Tamil Nadu,Tamil Nadu_Zone1,south,8253249,91736,8520,proper road,61.79,0,0,0,0,0,0.458,0.963,0.434,0,10.377,81.5,0.083,0.4147,17655,35870,356
292,2016,Tamil Nadu,Tamil Nadu_Zone2,south,10934513,140705,5217,proper road,56.12,0,1,0,0,0,0.31,0.974,0.302,1,16.075,83.78,0.167,1.3017,40877,98952,2591
293,2016,Tamil Nadu,Tamil Nadu_Zone3,south,7326096,131315,5728,proper road,92.87,0,0,1,0,0,0.488,0.939,0.421,0,16.967,83.39,0.25,1.0357,47086,125315,948
294,2016,Tamil Nadu,Tamil Nadu_Zone4,south,9145466,73334,7159,dirt road,77.53,1,0,0,0,0,0.395,0.99,0.336,1,11.204,79.71,0.333,1.67,31328,89132,2551
295,2016,Tamil Nadu,Tamil Nadu_Zone5,south,11009384,116583,5209,proper road,85.55,1,1,0,0,0,0.493,0.974,0.392,0,9.851,87.62,0.417,2.1391,129868,396739,16323
296,2016,Telangana,Telangana_Zone1,south,10488706,85101,4846,proper road,66.38,1,1,1,0,0,0.492,0.99,0.44,0,8.337,80.64,0.083,2.697,121844,363657,14395
297,2016,Telangana,Telangana_Zone2,south,11666562,118725,9525,dirt road,40.81,0,0,0,0,0,0.705,0.984,0.427,1,11.109,68.71,0.167,0.7089,21854,40633,442
298,2016,Telangana,Telangana_Zone3,south,13738963,118325,7467,proper road,42.84,0,0,0,0,0,0.389,0.941,0.447,0,7.294,79.69,0.25,0.4167,13767,23820,268
299,2016,Telangana,Telangana_Zone4,south,16479989,66751,8723,proper road,89.83,1,1,0,0,1,0.364,0.99,0.443,1,5.0,66.88,0.333,2.4952,57471,183061,6665
300,2016,Telangana,Telangana_Zone5,south,10471765,115836,11354,proper road,67.49,1,0,0,0,0,0.432,0.951,0.389,0,5.972,88.02,0.417,1.3524,35648,91922,2785
301,2016,Tripura,Tripura_Zone1,north_east,4612748,195416,13934,proper road,53.84,0,0,0,1,0,0.297,0.674,0.881,0,50.863,17.14,0.083,0.2463,51273,73024,741
302,2016,Tripura,Tripura_Zone2,north_east,5265316,184831,13977,damaged road,33.65,0,0,0,0,0,0.207,0.707,0.795,1,37.175,24.59,0.167,1.1901,97097,158967,6270
303,2016,Tripura,Tripura_Zone3,north_east,2897453,268913,24477,dirt road,38.2,0,0,0,0,0,0.073,0.731,0.865,0,104.237,19.44,0.25,0.5288,147397,205223,2171
304,2016,Tripura,Tripura_Zone4,north_east,3323769,316218,21535,dirt road,49.56,0,1,0,1,0,0.389,0.638,0.827,1,78.577,20.79,0.333,1.4024,278634,511299,12774
305,2016,Tripura,Tripura_Zone5,north_east,5304723,214924,18204,proper road,32.24,0,0,0,0,0,0.184,0.663,0.872,0,35.97,18.49,0.417,0.2583,49697,61805,742
306,2016,Uttar Pradesh,Uttar Pradesh_Zone1,north,32140208,51091,17211,dirt road,53.62,0,0,0,0,0,0.205,0.67,0.765,0,5.0,33.9,0.083,0.6299,3490,5824,55
307,2016,Uttar Pradesh,Uttar Pradesh_Zone2,north,33047024,46984,14540,damaged road,54.52,0,0,0,0,0,0.07,0.631,0.869,1,5.0,15.75,0.167,1.1765,4656,8132,290
308,2016,Uttar Pradesh,Uttar Pradesh_Zone3,north,28459260,31315,6668,proper road,60.83,1,0,0,0,1,0.264,0.688,0.812,0,5.0,27.01,0.25,1.5873,4666,9563,300
309,2016,Uttar Pradesh,Uttar Pradesh_Zone4,north,22134968,41761,6058,dirt road,72.99,0,0,0,0,0,0.141,0.638,0.853,1,5.0,17.58,0.333,0.5836,3936,7058,60
310,2016,Uttar Pradesh,Uttar Pradesh_Zone5,north,30785711,39956,11643,proper road,92.84,0,0,0,0,0,0.155,0.644,0.755,0,5.0,35.25,0.417,0.3492,2148,4312,35
311,2016,Uttarakhand,Uttarakhand_Zone1,north,3658591,287866,18130,proper road,60.51,0,1,0,0,0,0.515,0.78,0.529,0,76.429,67.8,0.083,1.2397,214062,474294,11819
312,2016,Uttarakhand,Uttarakhand_Zone2,north,4923209,282020,15094,damaged road,61.54,0,0,1,0,0,0.173,0.785,0.464,1,63.337,64.3,0.167,1.9828,431941,1125997,33282
313,2016,Uttarakhand,Uttarakhand_Zone3,north,6972885,111808,22594,damaged road,58.13,0,0,0,0,0,0.05,0.795,0.514,0,17.877,69.97,0.25,1.3428,49505,112457,3731
314,2016,Uttarakhand,Uttarakhand_Zone4,north,4695042,160980,16203,damaged road,33.57,0,0,1,0,0,0.086,0.667,0.435,1,27.534,67.78,0.333,2.0618,275858,650963,20823
315,2016,Uttarakhand,Uttarakhand_Zone5,north,7546238,111016,23467,damaged road,35.94,0,1,0,0,0,0.193,0.865,0.524,0,21.997,68.51,0.417,2.1008,66871,149949,7121
316,2016,West Bengal,West Bengal_Zone1,east,15032060,317610,22839,proper road,69.21,1,1,1,0,0,0.209,0.99,0.597,0,14.165,58.0,0.083,2.587,290510,790454,30380
317,2016,West Bengal,West Bengal_Zone2,east,19327384,278211,16609,dirt road,67.47,0,1,0,0,0,0.443,0.884,0.522,1,7.328,57.37,0.167,1.4926,50367,124557,2848
318,2016,West Bengal,West Bengal_Zone3,east,21607015,294651,10791,proper road,86.42,0,1,0,0,0,0.307,0.99,0.384,0,18.641,88.66,0.25,1.236,41199,112918,2476
319,2016,West Bengal,West Bengal_Zone4,east,28073801,210089,13855,proper road,74.7,1,1,0,0,0,0.466,0.891,0.447,1,6.104,66.39,0.333,2.1416,91589,262365,10574
320,2016,West Bengal,West Bengal_Zone5,east,28209246,203580,15943,dirt road,93.92,1,0,0,0,0,0.076,0.99,0.536,0,5.0,66.85,0.417,1.53,26469,73333,1984
321,2016,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,10675008,137765,10399,damaged road,59.92,0,1,0,0,0,0.203,0.532,0.313,0,14.456,98.96,0.083,2.4152,65569,195657,8069
322,2016,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,10703590,96627,23608,proper road,53.83,0,1,1,0,0,0.177,0.597,0.312,1,9.08,82.59,0.167,2.0835,41412,114717,2621
323,2016,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,17716671,91709,23279,proper road,33.96,0,0,1,0,0,0.079,0.607,0.345,0,5.0,94.37,0.25,1.2553,17019,35614,355
324,2016,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,15104131,144786,12869,dirt road,66.94,0,0,0,0,0,0.253,0.544,0.39,1,10.848,73.17,0.333,0.9548,25060,58439,504
