Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
943,2020,Himachal Pradesh,Himachal Pradesh_Zone3,north,11888165,49099,10421,damaged road,53.4,0,1,0,0,0,0.306,0.718,0.387,0,5.0,88.22,0.583,2.2696,25346,69758,3088
944,2020,Himachal Pradesh,Himachal Pradesh_Zone4,north,15268294,52424,18187,proper road,53.57,0,1,0,0,0,0.359,0.648,0.311,1,5.0,82.7,0.667,1.4583,14850,37021,903
945,2020,Himachal Pradesh,Himachal Pradesh_Zone5,north,23713956,48446,26778,proper road,47.22,0,0,0,0,0,0.322,0.693,0.412,0,5.0,84.73,0.75,0.5655,4915,9421,99
946,2020,Jharkhand,Jharkhand_Zone1,east,15185078,84288,19724,damaged road,62.1,1,0,0,0,0,0.05,0.545,0.703,0,5.0,42.72,0.417,2.235,32563,77837,3892
947,2020,Jharkhand,Jharkhand_Zone2,east,12885129,118730,7812,proper road,55.87,0,1,0,0,0,0.236,0.486,0.64,1,6.763,43.23,0.5,1.3092,35079,73578,1807
948,2020,Jharkhand,Jharkhand_Zone3,east,13251059,95765,19853,proper road,89.05,0,1,1,0,0,0.077,0.555,0.542,0,8.245,65.97,0.583,1.9434,37203,103692,2050
949,2020,Jharkhand,Jharkhand_Zone4,east,17335851,132813,13991,proper road,81.04,0,1,0,1,0,0.068,0.649,0.805,1,6.11,23.44,0.667,1.1122,25731,54693,1195
950,2020,Jharkhand,Jharkhand_Zone5,east,10572783,67728,14897,dirt road,69.56,0,1,0,0,0,0.141,0.536,0.698,0,7.363,43.48,0.75,1.5434,27970,62891,1394
951,2020,Karnataka,Karnataka_Zone1,south,3420868,231769,9922,proper road,67.4,0,1,1,0,0,0.787,0.635,0.742,0,52.86,37.12,0.417,1.7631,401254,893292,19833
952,2020,Karnataka,Karnataka_Zone2,south,3035479,187176,7020,proper road,90.57,1,0,0,0,0,0.3,0.65,0.699,1,77.956,36.06,0.5,1.2856,203633,487577,13837
953,2020,Karnataka,Karnataka_Zone3,south,2085475,236718,9907,proper road,90.87,1,0,0,0,0,0.603,0.64,0.633,0,105.29,52.87,0.583,1.3371,525433,1289581,37001
954,2020,Karnataka,Karnataka_Zone4,south,3696784,211048,9012,proper road,51.12,0,0,0,0,0,0.321,0.689,0.632,1,81.738,44.12,0.667,0.413,96889,167314,1681
955,2020,Karnataka,Karnataka_Zone5,south,2672353,180966,5319,proper road,65.27,1,1,0,1,0,0.154,0.634,0.668,0,61.72,47.77,0.75,2.1154,849964,2071318,86442
956,2020,Kerala,Kerala_Zone1,south,6632964,131055,7993,dirt road,90.03,0,1,0,0,0,0.323,0.579,0.515,0,16.544,69.78,0.417,1.6496,85812,240118,4753
957,2020,Kerala,Kerala_Zone2,south,14448043,122085,10977,proper road,43.78,0,1,0,0,0,0.18,0.639,0.443,1,8.143,66.79,0.5,1.3699,33425,71849,1917
958,2020,Kerala,Kerala_Zone3,south,13460138,143524,6456,proper road,45.36,0,0,0,0,0,0.175,0.612,0.329,0,8.953,96.63,0.583,0.6638,26037,52904,559
959,2020,Kerala,Kerala_Zone4,south,8986289,74438,7392,proper road,70.86,1,0,0,0,0,0.284,0.564,0.459,1,9.065,64.96,0.667,1.4967,34672,88343,2701
960,2020,Kerala,Kerala_Zone5,south,8068372,122875,10608,damaged road,72.05,1,0,0,1,0,0.493,0.544,0.464,0,18.988,77.13,0.75,2.4029,90995,266225,11760
961,2020,Madhya Pradesh,Madhya Pradesh_Zone1,central,12999704,94398,3471,proper road,35.2,0,1,0,0,0,0.197,0.61,0.54,0,9.755,66.23,0.417,1.3171,27586,53362,1518
962,2020,Madhya Pradesh,Madhya Pradesh_Zone2,central,8980940,151747,3772,proper road,58.08,0,0,0,0,0,0.249,0.725,0.431,1,11.859,68.33,0.5,0.5359,35083,70787,673
963,2020,Madhya Pradesh,Madhya Pradesh_Zone3,central,14982289,237353,1873,dirt road,64.22,0,0,0,0,0,0.38,0.641,0.558,0,8.199,63.61,0.583,0.7885,41103,83921,734
964,2020,Madhya Pradesh,Madhya Pradesh_Zone4,central,13621372,165873,3134,damaged road,32.96,0,0,1,0,0,0.193,0.719,0.542,1,16.998,54.99,0.667,1.9614,117824,254272,8586
965,2020,Madhya Pradesh,Madhya Pradesh_Zone5,central,14595563,229896,2687,dirt road,76.03,0,1,0,0,0,0.18,0.774,0.523,0,13.308,68.66,0.75,1.5468,65069,166731,3700
966,2020,Maharashtra,Maharashtra_Zone1,west,7151804,83011,14325,dirt road,58.86,0,1,0,0,0,0.079,0.75,0.357,0,13.476,92.54,0.417,1.6747,51482,134713,3223
967,2020,Maharashtra,Maharashtra_Zone2,west,8059164,64221,16660,proper road,40.19,0,1,0,0,1,0.145,0.856,0.392,1,5.243,72.92,0.5,1.6975,37261,87121,2278
968,2020,Maharashtra,Maharashtra_Zone3,west,4461992,93008,12467,dirt road,44.59,0,1,0,0,0,0.175,0.796,0.367,0,22.245,91.19,0.583,1.6451,87729,207233,5197
969,2020,Maharashtra,Maharashtra_Zone4,west,8806879,50404,10839,proper road,57.58,0,0,0,0,0,0.05,0.701,0.341,1,6.567,79.04,0.667,0.6104,13485,28899,269
970,2020,Maharashtra,Maharashtra_Zone5,west,4764818,66799,15604,proper road,49.25,0,0,0,0,0,0.082,0.75,0.32,0,12.18,97.99,0.75,0.6013,30906,61961,658
971,2020,Manipur,Manipur_Zone1,north_east,4595247,55896,18017,proper road,70.64,1,0,0,0,0,0.388,0.81,0.583,0,7.437,60.11,0.417,1.2873,44523,101967,3218
972,2020,Manipur,Manipur_Zone2,north_east,6212370,96112,12263,dirt road,37.05,0,1,0,0,0,0.338,0.867,0.542,1,17.968,55.01,0.5,1.4874,61583,123725,3513
973,2020,Manipur,Manipur_Zone3,north_east,6492549,110296,6872,proper road,79.31,1,0,0,0,1,0.443,0.799,0.519,0,10.045,69.23,0.583,1.7369,76484,201285,5701
974,2020,Manipur,Manipur_Zone4,north_east,6618569,88452,17179,dirt road,30.02,0,1,0,0,0,0.288,0.884,0.563,1,14.805,52.42,0.667,1.4639,54089,102983,2924
975,2020,Manipur,Manipur_Zone5,north_east,7838318,104893,7908,damaged road,77.51,0,0,0,1,1,0.485,0.777,0.629,0,18.046,53.45,0.75,1.6712,59231,145128,4138
976,2020,Meghalaya,Meghalaya_Zone1,north_east,10974869,121027,14573,proper road,72.39,1,0,0,0,1,0.154,0.593,0.601,0,13.481,57.52,0.417,1.783,53017,132147,3781
977,2020,Meghalaya,Meghalaya_Zone2,north_east,9374359,99187,13923,damaged road,43.08,0,1,0,0,0,0.05,0.655,0.595,1,8.843,48.6,0.5,2.1562,58160,132706,6396
978,2020,Meghalaya,Meghalaya_Zone3,north_east,11394557,129471,12426,dirt road,61.97,1,0,0,0,0,0.472,0.674,0.615,0,6.771,55.46,0.583,1.6325,51479,118643,3457
979,2020,Meghalaya,Meghalaya_Zone4,north_east,15316445,58228,10723,damaged road,72.15,0,0,0,0,0,0.395,0.603,0.608,1,5.0,47.08,0.667,1.3733,15703,36424,1115
980,2020,Meghalaya,Meghalaya_Zone5,north_east,12774861,52185,9042,proper road,79.05,1,0,0,0,0,0.352,0.695,0.653,0,5.722,49.9,0.75,1.295,15818,36274,1119
981,2020,Mizoram,Mizoram_Zone1,north_east,3004852,80290,13257,dirt road,69.93,0,1,0,0,0,0.619,0.634,0.31,0,30.085,99.34,0.417,1.766,163195,458253,10390
982,2020,Mizoram,Mizoram_Zone2,north_east,2908923,96216,10767,proper road,80.83,1,1,0,0,0,0.05,0.656,0.445,1,19.171,66.65,0.5,2.2606,455549,1367730,52100
983,2020,Mizoram,Mizoram_Zone3,north_east,3346430,59616,12564,damaged road,69.39,1,0,1,0,0,0.478,0.593,0.336,0,13.045,95.64,0.583,3.0686,239755,789894,33998
984,2020,Mizoram,Mizoram_Zone4,north_east,3079566,120116,10926,damaged road,32.09,0,0,1,0,1,0.065,0.673,0.377,1,55.25,74.73,0.667,2.4994,426548,1131782,34528
985,2020,Mizoram,Mizoram_Zone5,north_east,3556817,100290,8992,damaged road,81.35,1,0,0,0,0,0.214,0.609,0.305,0,19.252,100.08,0.75,2.4818,164756,550698,24167
986,2020,Nagaland,Nagaland_Zone1,north_east,7454748,232896,2057,damaged road,63.75,0,0,0,0,0,0.074,0.624,0.649,0,23.137,50.6,0.417,1.3338,110583,240300,7885
987,2020,Nagaland,Nagaland_Zone2,north_east,8360990,282105,2549,dirt road,65.7,1,0,0,0,0,0.583,0.643,0.546,1,31.557,54.49,0.5,1.6964,145108,352593,11243
988,2020,Nagaland,Nagaland_Zone3,north_east,5793535,228980,3058,damaged road,67.93,1,0,0,0,0,0.297,0.669,0.646,0,47.418,51.04,0.583,2.2136,209594,535170,25697
989,2020,Nagaland,Nagaland_Zone4,north_east,8499630,295827,2083,damaged road,77.01,0,0,0,0,0,0.311,0.75,0.531,1,17.824,56.24,0.667,1.3528,125286,308392,9551
990,2020,Nagaland,Nagaland_Zone5,north_east,4979407,212810,1562,proper road,63.21,1,0,0,0,0,0.288,0.694,0.772,0,22.603,32.85,0.75,1.2127,141893,283307,9107
991,2020,Odisha,Odisha_Zone1,east,29037481,130523,13146,dirt road,32.42,0,1,0,0,1,0.25,0.761,0.905,0,5.225,13.62,0.417,1.6859,21218,35048,927
992,2020,Odisha,Odisha_Zone2,east,28720188,284528,14290,proper road,83.76,0,0,0,0,0,0.459,0.683,0.752,1,11.227,29.77,0.5,0.332,16847,31880,278
993,2020,Odisha,Odisha_Zone3,east,19006810,226152,14083,damaged road,31.04,0,0,0,0,0,0.167,0.636,0.848,0,8.974,21.87,0.583,1.1882,42153,65733,2582
994,2020,Odisha,Odisha_Zone4,east,25430310,183383,17722,dirt road,46.51,0,0,0,0,1,0.392,0.829,0.902,1,8.378,11.79,0.667,0.8541,20870,32288,300
995,2020,Odisha,Odisha_Zone5,east,33239637,261085,9452,proper road,59.19,0,0,1,0,0,0.546,0.733,0.88,0,5.495,17.25,0.75,0.8175,21842,36534,310
996,2020,Punjab,Punjab_Zone1,north,13929344,40179,18358,proper road,77.73,0,1,0,0,1,0.123,0.593,0.539,0,5.0,66.35,0.417,1.7259,14269,36693,807
997,2020,Punjab,Punjab_Zone2,north,7453973,18080,10537,proper road,46.07,0,0,0,0,0,0.351,0.595,0.529,1,5.0,56.54,0.5,0.5323,5517,9803,102
998,2020,Punjab,Punjab_Zone3,north,13934476,19295,18075,damaged road,93.58,0,1,0,0,0,0.185,0.576,0.562,0,5.0,63.04,0.583,2.2186,8769,26132,983
999,2020,Punjab,Punjab_Zone4,north,12865839,36305,16342,proper road,78.35,0,1,0,0,0,0.05,0.537,0.594,1,5.0,48.75,0.667,1.3156,11412,27065,605
1000,2020,Punjab,Punjab_Zone5,north,13900645,40974,12558,proper road,49.28,0,0,0,0,0,0.403,0.561,0.536,0,5.0,66.81,0.75,0.544,6716,12444,125
1001,2020,Rajasthan,Rajasthan_Zone1,central,20449571,134213,6860,dirt road,87.79,1,0,0,0,1,0.38,0.592,0.87,0,7.975,18.78,0.417,1.8955,33353,77738,1964
1002,2020,Rajasthan,Rajasthan_Zone2,central,20506809,243013,4104,proper road,60.48,1,0,0,0,0,0.254,0.612,0.915,1,9.775,10.24,0.5,1.1537,41022,70380,2406
1003,2020,Rajasthan,Rajasthan_Zone3,central,15319845,263804,5139,damaged road,36.84,0,1,1,0,0,0.124,0.538,0.894,0,18.481,15.25,0.583,2.6053,209058,424318,17955
1004,2020,Rajasthan,Rajasthan_Zone4,central,18610261,125937,3677,proper road,63.36,1,0,0,0,0,0.193,0.557,0.922,1,5.0,9.33,0.667,1.1757,24217,43492,1426
1005,2020,Rajasthan,Rajasthan_Zone5,central,18235145,283784,6519,damaged road,53.01,0,0,0,1,0,0.416,0.532,0.855,0,13.6,20.84,0.75,1.2353,55359,98998,3476
1006,2020,Sikkim,Sikkim_Zone1,north_east,10212624,291566,20772,dirt road,81.64,0,0,0,0,0,0.127,0.672,0.368,0,22.854,90.95,0.417,0.9062,79068,199090,1631
1007,2020,Sikkim,Sikkim_Zone2,north_east,12977738,123220,25882,damaged road,71.13,0,0,0,0,0,0.17,0.682,0.385,1,12.615,73.82,0.5,1.4898,39819,106250,3265
1008,2020,Sikkim,Sikkim_Zone3,north_east,16772501,193482,11342,proper road,65.34,1,1,0,0,0,0.204,0.594,0.356,0,12.387,92.8,0.583,2.354,180767,533722,21803
1009,2020,Sikkim,Sikkim_Zone4,north_east,13888681,272912,24690,proper road,70.05,1,0,0,0,0,0.204,0.718,0.424,1,28.658,69.11,0.667,1.444,78421,202520,6240
1010,2020,Sikkim,Sikkim_Zone5,north_east,17753781,161662,16936,proper road,62.87,1,1,1,0,0,0.431,0.726,0.452,0,7.234,78.94,0.75,2.821,167353,511497,19799
1011,2020,Tamil Nadu,Tamil Nadu_Zone1,south,9415712,147536,8151,damaged road,73.38,1,0,0,0,1,0.421,0.962,0.47,0,12.731,76.38,0.417,2.5904,99546,300320,13413
1012,2020,Tamil Nadu,Tamil Nadu_Zone2,south,8518746,88146,4210,proper road,56.6,0,1,0,0,0,0.314,0.947,0.3,1,9.363,84.0,0.5,1.3165,38923,96230,2412
1013,2020,Tamil Nadu,Tamil Nadu_Zone3,south,5962195,135395,6218,dirt road,57.2,0,0,0,0,0,0.249,0.99,0.357,0,30.255,92.65,0.583,0.7554,55951,122161,1128
1014,2020,Tamil Nadu,Tamil Nadu_Zone4,south,10157719,95602,3687,damaged road,69.91,0,0,0,0,0,0.361,0.966,0.393,1,5.99,72.85,0.667,1.3422,36225,93459,2924
1015,2020,Tamil Nadu,Tamil Nadu_Zone5,south,8968839,67289,6313,dirt road,77.37,1,1,0,0,0,0.377,0.99,0.341,0,10.903,94.87,0.75,2.4662,122610,387867,14846
1016,2020,Telangana,Telangana_Zone1,south,13916546,126443,4562,dirt road,83.29,1,1,0,0,0,0.227,0.919,0.465,0,11.651,77.03,0.417,2.415,142216,437501,16692
1017,2020,Telangana,Telangana_Zone2,south,16737694,103690,11201,proper road,88.42,0,0,0,0,0,0.331,0.966,0.256,1,8.402,89.26,0.5,0.5375,13330,34766,284
1018,2020,Telangana,Telangana_Zone3,south,14026536,141123,5558,proper road,54.68,0,0,1,0,0,0.142,0.956,0.562,0,7.366,63.11,0.583,0.9286,29900,60140,564
1019,2020,Telangana,Telangana_Zone4,south,13262397,147798,6653,damaged road,66.47,0,1,1,0,0,0.441,0.96,0.513,1,11.671,58.4,0.667,2.6609,140127,401852,16323
1020,2020,Telangana,Telangana_Zone5,south,16923485,115942,9033,dirt road,62.41,1,0,1,1,0,0.568,0.99,0.42,0,8.935,83.48,0.75,2.2108,39480,107888,3144
1021,2020,Tripura,Tripura_Zone1,north_east,5364463,182274,21068,dirt road,41.05,0,0,1,0,0,0.174,0.71,0.859,0,25.706,20.24,0.417,1.1435,110425,179011,1718
1022,2020,Tripura,Tripura_Zone2,north_east,4832982,149775,21888,dirt road,72.63,1,0,0,0,1,0.216,0.586,0.86,1,35.267,16.78,0.5,1.9051,144627,312377,8745
1023,2020,Tripura,Tripura_Zone3,north_east,5825101,165815,22126,damaged road,77.26,1,0,0,0,0,0.196,0.603,0.874,0,37.431,18.15,0.583,2.0868,144454,321752,15312
1024,2020,Tripura,Tripura_Zone4,north_east,3390829,230745,14527,dirt road,70.46,1,1,0,0,0,0.426,0.697,0.793,1,100.807,24.79,0.667,2.2961,934584,2269914,85898
1025,2020,Tripura,Tripura_Zone5,north_east,3181568,331228,20572,dirt road,34.28,0,0,0,0,0,0.276,0.61,0.818,0,101.119,26.15,0.75,0.6221,208920,294932,3199
1026,2020,Uttar Pradesh,Uttar Pradesh_Zone1,north,15762534,57461,12304,proper road,64.78,1,0,0,0,0,0.173,0.637,0.823,0,5.453,25.54,0.417,1.2055,13616,26148,841
1027,2020,Uttar Pradesh,Uttar Pradesh_Zone2,north,15858321,40890,10820,dirt road,58.53,0,0,1,0,1,0.191,0.619,0.767,1,5.0,27.92,0.5,1.6532,12432,25591,196
1028,2020,Uttar Pradesh,Uttar Pradesh_Zone3,north,33038309,28607,12428,proper road,50.7,0,0,0,0,0,0.051,0.668,0.738,0,5.0,37.78,0.583,0.3496,1713,2682,28
1029,2020,Uttar Pradesh,Uttar Pradesh_Zone4,north,23164591,45724,11008,proper road,94.06,1,0,0,0,0,0.473,0.56,0.732,1,5.0,32.12,0.667,1.3072,8158,19350,526
1030,2020,Uttar Pradesh,Uttar Pradesh_Zone5,north,25575615,56414,14329,proper road,86.41,1,0,1,0,0,0.189,0.51,0.634,0,5.0,52.76,0.75,2.0016,12750,34493,890
1031,2020,Uttarakhand,Uttarakhand_Zone1,north,4504060,160068,25438,proper road,69.62,1,1,0,0,0,0.128,0.774,0.46,0,37.137,77.77,0.417,2.1911,483947,1360765,56460
1032,2020,Uttarakhand,Uttarakhand_Zone2,north,7650919,197504,19000,dirt road,56.65,0,0,0,0,0,0.437,0.744,0.604,1,23.081,47.54,0.5,0.7053,61297,117387,1088
1033,2020,Uttarakhand,Uttarakhand_Zone3,north,7642220,273868,11430,damaged road,91.64,0,0,0,0,0,0.553,0.809,0.481,0,43.497,74.68,0.583,1.3584,129624,356165,9933
1034,2020,Uttarakhand,Uttarakhand_Zone4,north,5282067,129630,15996,dirt road,89.88,1,0,0,0,0,0.504,0.789,0.477,1,27.41,62.78,0.667,1.6715,105720,295522,8116
1035,2020,Uttarakhand,Uttarakhand_Zone5,north,6727356,220142,20796,damaged road,80.96,1,1,1,0,0,0.228,0.81,0.575,0,28.429,61.14,0.75,3.592,1303136,4301925,207210
1036,2020,West Bengal,West Bengal_Zone1,east,22933660,233358,14554,dirt road,47.63,0,1,0,0,0,0.161,0.947,0.467,0,6.27,76.71,0.417,1.4995,42809,96662,2501
1037,2020,West Bengal,West Bengal_Zone2,east,17617568,253329,10533,proper road,31.22,0,1,0,0,0,0.158,0.941,0.516,1,12.389,58.12,0.5,1.1687,48847,92420,2698
1038,2020,West Bengal,West Bengal_Zone3,east,19187268,234341,24482,proper road,32.14,0,1,1,0,0,0.76,0.898,0.643,0,16.78,51.37,0.583,1.7008,56205,109866,3024
1039,2020,West Bengal,West Bengal_Zone4,east,19818945,249585,16129,proper road,31.06,0,1,0,0,0,0.363,0.863,0.539,1,7.616,55.36,0.667,1.1912,44067,81316,2393
1040,2020,West Bengal,West Bengal_Zone5,east,21552906,288952,11687,dirt road,33.99,0,0,0,0,0,0.17,0.927,0.541,0,13.489,66.1,0.75,0.658,32258,55668,591
1041,2020,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,16232156,125415,12068,dirt road,66.94,1,1,0,0,0,0.226,0.524,0.473,0,9.315,75.86,0.417,2.6068,132685,388959,14984
1042,2020,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,19096939,72318,26527,dirt road,80.31,0,1,0,0,0,0.178,0.567,0.341,1,5.0,79.03,0.5,1.7773,19070,56526,1186
1043,2020,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,9576856,93753,24991,proper road,93.2,0,0,0,0,0,0.238,0.58,0.324,0,8.251,97.38,0.583,0.6832,23653,61868,484
1044,2020,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,15095080,143382,15825,proper road,84.51,0,0,0,0,0,0.254,0.672,0.429,1,9.31,68.57,0.667,0.5641,20732,49135,425
