Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
31,2015,Gujarat,Gujarat_Zone1,west,34116122,28290,22665,proper road,56.96,0,0,0,0,0,0.227,0.746,0.379,0,5.0,89.46,0.0,0.562,1719,3574,34
32,2015,Gujarat,Gujarat_Zone2,west,33801458,23662,12340,dirt road,70.18,1,0,0,0,0,0.194,0.633,0.367,1,5.0,75.97,0.083,1.8269,3306,9403,278
33,2015,Gujarat,Gujarat_Zone3,west,32266207,19685,10737,proper road,79.08,0,0,0,0,0,0.354,0.583,0.447,0,5.0,79.68,0.167,0.5956,1328,3058,27
34,2015,Gujarat,Gujarat_Zone4,west,22742756,23974,23072,damaged road,39.56,0,0,0,0,0,0.437,0.667,0.36,1,5.0,76.84,0.25,1.5146,4164,9327,345
35,2015,Gujarat,Gujarat_Zone5,west,16381777,14298,10636,proper road,39.02,0,0,1,0,0,0.086,0.773,0.341,0,5.0,94.92,0.333,1.175,2856,6051,59
36,2015,Haryana,Haryana_Zone1,north,11197710,133147,19126,dirt road,32.56,0,0,0,0,0,0.149,0.861,0.741,0,14.841,37.28,0.0,0.5509,21195,30612,341
37,2015,Haryana,Haryana_Zone2,north,13119606,149752,21315,proper road,60.06,1,0,0,0,0,0.464,0.801,0.695,1,10.813,36.63,0.083,1.213,33190,67421,2196
38,2015,Haryana,Haryana_Zone3,north,9016762,127322,13561,proper road,37.78,0,0,0,0,0,0.05,0.894,0.638,0,14.643,52.19,0.167,0.3067,19122,29215,337
39,2015,Haryana,Haryana_Zone4,north,13836050,100465,14940,proper road,71.98,0,0,0,0,0,0.404,0.838,0.651,1,5.0,41.88,0.25,0.3253,10393,19381,178
40,2015,Haryana,Haryana_Zone5,north,19281974,93927,19529,proper road,93.85,1,0,0,0,0,0.285,0.821,0.735,0,5.0,38.11,0.333,1.1747,14793,34479,1008
41,2015,Himachal Pradesh,Himachal Pradesh_Zone1,north,14244523,44964,13371,proper road,57.65,0,0,1,1,0,0.503,0.665,0.378,0,5.0,89.52,0.0,1.2028,9729,23476,190
42,2015,Himachal Pradesh,Himachal Pradesh_Zone2,north,11089151,30751,12347,proper road,94.35,1,0,0,0,1,0.437,0.706,0.426,1,5.0,68.82,0.083,1.8482,11866,35447,938
43,2015,Himachal Pradesh,Himachal Pradesh_Zone3,north,12878874,21882,24154,proper road,84.72,1,0,0,1,0,0.304,0.709,0.364,0,5.0,91.63,0.167,1.4907,6401,17738,525
44,2015,Himachal Pradesh,Himachal Pradesh_Zone4,north,22504045,32584,25623,proper road,54.5,0,0,0,0,1,0.05,0.696,0.327,1,5.0,80.78,0.25,1.023,4262,9749,87
45,2015,Himachal Pradesh,Himachal Pradesh_Zone5,north,23370235,40309,16249,proper road,81.61,0,0,0,0,0,0.203,0.684,0.312,0,5.0,99.01,0.333,0.6392,3684,9306,78
46,2015,Jharkhand,Jharkhand_Zone1,east,17152993,79971,18889,proper road,85.02,1,0,0,0,0,0.288,0.588,0.645,0,5.688,51.17,0.0,1.3548,15859,38669,1064
47,2015,Jharkhand,Jharkhand_Zone2,east,11553272,66348,20135,dirt road,56.06,0,0,0,1,0,0.26,0.682,0.707,1,6.872,35.21,0.083,0.6643,11946,21239,201
48,2015,Jharkhand,Jharkhand_Zone3,east,9516580,99852,15822,proper road,77.87,0,0,0,0,1,0.122,0.553,0.766,0,11.449,33.75,0.167,0.7877,23115,45831,378
49,2015,Jharkhand,Jharkhand_Zone4,east,7957014,79242,12840,proper road,89.79,1,0,0,0,0,0.102,0.509,0.684,1,6.381,37.87,0.25,1.3664,31683,76616,2086
50,2015,Jharkhand,Jharkhand_Zone5,east,12325420,128591,12329,dirt road,71.1,1,0,0,0,0,0.086,0.553,0.653,0,14.585,49.96,0.333,1.6664,39511,92862,2696
51,2015,Karnataka,Karnataka_Zone1,south,1680179,161088,7056,proper road,80.41,0,0,0,1,0,0.832,0.581,0.702,0,65.341,42.88,0.0,0.4179,177787,344419,2906
52,2015,Karnataka,Karnataka_Zone2,south,1656332,113619,8057,dirt road,31.76,0,0,0,0,0,0.499,0.584,0.696,1,46.518,36.49,0.083,0.7211,125097,190554,2130
53,2015,Karnataka,Karnataka_Zone3,south,1814524,126694,8099,damaged road,83.96,1,0,0,0,0,0.669,0.557,0.796,0,97.186,29.39,0.167,2.1646,392479,984514,42538
54,2015,Karnataka,Karnataka_Zone4,south,2863055,130434,7449,proper road,65.88,1,0,0,0,0,0.169,0.635,0.748,1,59.198,30.2,0.25,1.2586,125740,256110,8148
55,2015,Karnataka,Karnataka_Zone5,south,2176036,171541,7511,proper road,39.06,0,0,0,0,0,0.183,0.559,0.723,0,83.065,39.87,0.333,0.4146,108975,162890,1806
56,2015,Kerala,Kerala_Zone1,south,11629909,125666,5747,damaged road,57.22,0,0,1,0,0,0.539,0.611,0.389,0,11.919,87.97,0.0,2.122,93602,252874,7313
57,2015,Kerala,Kerala_Zone2,south,8944660,94934,10374,proper road,66.82,1,0,1,0,1,0.258,0.534,0.564,1,8.853,52.37,0.083,2.4385,54032,146858,3955
58,2015,Kerala,Kerala_Zone3,south,7105633,131939,8472,dirt road,58.26,0,0,0,0,0,0.493,0.641,0.316,0,15.985,98.53,0.167,0.9584,44629,103217,952
59,2015,Kerala,Kerala_Zone4,south,12764107,139724,9861,dirt road,85.2,1,0,0,0,0,0.358,0.651,0.418,1,5.844,69.84,0.25,1.7819,42834,125045,3387
60,2015,Kerala,Kerala_Zone5,south,13882026,143498,6971,dirt road,32.41,0,0,0,0,0,0.475,0.595,0.347,0,12.659,93.97,0.333,0.9595,26447,51500,539
61,2015,Madhya Pradesh,Madhya Pradesh_Zone1,central,15102167,213108,2675,dirt road,87.59,1,0,1,0,0,0.064,0.736,0.483,0,18.326,74.47,0.0,2.2942,67326,207186,5376
62,2015,Madhya Pradesh,Madhya Pradesh_Zone2,central,19016059,242738,4144,proper road,57.39,0,0,1,0,1,0.221,0.686,0.42,1,9.364,69.64,0.083,1.5633,44899,109900,892
63,2015,Madhya Pradesh,Madhya Pradesh_Zone3,central,13284921,196087,2347,damaged road,81.11,0,0,1,0,0,0.288,0.815,0.44,0,9.845,80.62,0.167,1.9841,119295,346578,9381
64,2015,Madhya Pradesh,Madhya Pradesh_Zone4,central,11485335,118991,2354,proper road,80.67,1,0,0,0,0,0.416,0.671,0.501,1,7.505,59.93,0.25,1.4138,34251,88300,2510
65,2015,Madhya Pradesh,Madhya Pradesh_Zone5,central,15728143,180831,1932,damaged road,47.26,0,0,0,0,1,0.225,0.613,0.405,0,8.735,85.74,0.333,1.9105,48000,121398,3787
66,2015,Maharashtra,Maharashtra_Zone1,west,9007052,70841,18256,dirt road,83.6,1,0,1,0,0,0.215,0.892,0.424,0,9.11,82.89,0.0,2.2568,38270,117963,3049
67,2015,Maharashtra,Maharashtra_Zone2,west,8142265,82808,20826,dirt road,40.31,0,0,0,0,0,0.257,0.821,0.434,1,10.245,67.92,0.083,0.7857,22544,42823,430
68,2015,Maharashtra,Maharashtra_Zone3,west,7785259,73742,23828,proper road,79.47,0,0,0,0,0,0.349,0.814,0.421,0,5.378,83.44,0.167,0.4987,16319,37610,316
69,2015,Maharashtra,Maharashtra_Zone4,west,4597731,76471,15748,dirt road,32.97,0,0,1,0,0,0.339,0.793,0.288,1,21.125,85.45,0.25,1.5018,55412,127155,1140
70,2015,Maharashtra,Maharashtra_Zone5,west,5139284,90226,22224,proper road,35.35,0,0,0,0,0,0.05,0.844,0.397,0,25.339,86.88,0.333,0.5005,28751,51257,563
71,2015,Manipur,Manipur_Zone1,north_east,5465332,68203,19378,proper road,88.12,0,0,0,0,0,0.191,0.848,0.539,0,12.143,66.32,0.0,0.3986,18929,42069,354
72,2015,Manipur,Manipur_Zone2,north_east,7196138,95666,8243,proper road,89.86,0,0,0,0,0,0.307,0.872,0.582,1,12.366,50.1,0.083,0.3562,19000,41166,332
73,2015,Manipur,Manipur_Zone3,north_east,3877609,92214,10041,dirt road,50.17,0,0,0,0,0,0.202,0.924,0.53,0,18.822,67.64,0.167,0.667,45481,85869,828
74,2015,Manipur,Manipur_Zone4,north_east,4724540,123787,8389,proper road,70.18,0,0,0,0,0,0.249,0.801,0.507,1,22.282,59.11,0.25,0.4441,40049,81364,749
75,2015,Manipur,Manipur_Zone5,north_east,6274689,100600,16983,proper road,40.89,0,0,0,0,0,0.355,0.891,0.581,0,21.977,60.27,0.333,0.3477,22798,36747,419
76,2015,Meghalaya,Meghalaya_Zone1,north_east,8062948,128739,13239,dirt road,59.4,0,0,0,0,0,0.091,0.66,0.568,0,20.59,62.19,0.0,0.7724,33989,67674,644
77,2015,Meghalaya,Meghalaya_Zone2,north_east,12679063,113614,9206,damaged road,93.36,1,0,0,0,0,0.081,0.705,0.623,1,10.995,45.2,0.083,2.2114,42393,123027,5085
78,2015,Meghalaya,Meghalaya_Zone3,north_east,16877879,55128,17276,dirt road,58.51,0,0,1,0,0,0.05,0.648,0.532,0,5.0,67.39,0.167,1.4035,11385,26187,217
79,2015,Meghalaya,Meghalaya_Zone4,north_east,14405553,63005,15365,damaged road,41.68,0,0,0,0,0,0.309,0.642,0.694,1,5.0,36.75,0.25,1.2933,14376,26248,959
80,2015,Meghalaya,Meghalaya_Zone5,north_east,16700740,73905,14618,proper road,80.28,1,0,0,0,0,0.104,0.674,0.504,0,5.88,71.38,0.333,1.4101,15371,38765,1149
81,2015,Mizoram,Mizoram_Zone1,north_east,3071720,115202,5899,proper road,32.38,0,0,0,0,0,0.25,0.618,0.398,0,51.299,86.7,0.0,0.6124,65667,115280,1312
82,2015,Mizoram,Mizoram_Zone2,north_east,2878549,135463,4769,proper road,59.39,0,0,0,0,0,0.226,0.5,0.328,1,64.351,80.6,0.083,0.7201,89959,201329,1759
83,2015,Mizoram,Mizoram_Zone3,north_east,2783457,111683,5656,proper road,50.02,0,0,0,0,0,0.094,0.614,0.281,0,37.853,103.54,0.167,0.6964,75221,160486,1627
84,2015,Mizoram,Mizoram_Zone4,north_east,3807482,113128,8818,dirt road,86.48,0,0,0,0,0,0.218,0.659,0.255,1,34.196,89.45,0.25,0.9921,72693,202566,1543
85,2015,Mizoram,Mizoram_Zone5,north_east,3930607,57144,13063,proper road,86.6,0,0,0,0,0,0.181,0.516,0.264,0,16.97,105.99,0.333,0.7573,30693,82316,654
86,2015,Nagaland,Nagaland_Zone1,north_east,8162418,135943,2317,proper road,51.1,0,0,0,0,0,0.283,0.648,0.547,0,14.542,65.26,0.0,0.4934,27564,50632,517
87,2015,Nagaland,Nagaland_Zone2,north_east,7129806,200740,1952,damaged road,63.74,1,0,0,0,1,0.179,0.762,0.531,1,29.097,56.33,0.083,2.6475,148060,419902,19475
88,2015,Nagaland,Nagaland_Zone3,north_east,8879254,116694,1543,proper road,72.09,0,0,1,0,0,0.344,0.687,0.629,0,7.903,53.47,0.167,1.0165,34161,72636,597
89,2015,Nagaland,Nagaland_Zone4,north_east,5387729,171255,2891,dirt road,50.24,0,0,1,0,0,0.366,0.683,0.63,1,37.536,44.35,0.25,1.317,93863,187827,1622
90,2015,Nagaland,Nagaland_Zone5,north_east,6858157,161680,3246,dirt road,82.39,1,0,0,0,1,0.27,0.669,0.712,0,32.628,41.42,0.333,1.9671,96851,242019,6348
91,2015,Odisha,Odisha_Zone1,east,26841694,180478,16123,damaged road,52.97,0,0,0,0,0,0.415,0.801,0.82,0,5.0,25.88,0.0,1.1253,19255,35114,1161
92,2015,Odisha,Odisha_Zone2,east,29324590,261123,8624,proper road,31.54,0,0,1,0,0,0.206,0.821,0.958,1,8.875,5.09,0.083,0.7194,18632,24320,269
93,2015,Odisha,Odisha_Zone3,east,23236822,235203,14349,damaged road,38.35,0,0,1,0,1,0.33,0.655,0.827,0,8.654,24.87,0.167,2.1934,90602,178766,5594
94,2015,Odisha,Odisha_Zone4,east,32148931,223293,12430,proper road,51.65,0,0,0,0,0,0.05,0.731,0.876,1,10.124,14.91,0.25,0.2215,8696,12413,127
95,2015,Odisha,Odisha_Zone5,east,18754612,202755,7180,proper road,79.15,1,0,0,0,0,0.554,0.683,0.786,0,7.053,30.88,0.333,1.2084,32407,68802,2145
96,2015,Punjab,Punjab_Zone1,north,6844733,38278,9920,dirt road,80.83,0,0,0,0,1,0.372,0.533,0.555,0,5.0,64.05,0.0,1.2446,17455,42096,306
97,2015,Punjab,Punjab_Zone2,north,11016790,31511,22433,proper road,94.49,1,0,1,0,0,0.157,0.578,0.62,1,5.0,45.6,0.083,1.977,13163,36801,915
98,2015,Punjab,Punjab_Zone3,north,6777804,28328,10644,dirt road,52.5,0,0,0,0,0,0.277,0.624,0.698,0,5.286,43.5,0.167,0.6996,8962,15747,146
99,2015,Punjab,Punjab_Zone4,north,9369638,21080,13711,proper road,31.68,0,0,0,0,0,0.302,0.456,0.568,1,5.0,51.89,0.25,0.5749,4426,7099,83
100,2015,Punjab,Punjab_Zone5,north,7357811,18679,20242,proper road,33.78,0,0,0,0,0,0.287,0.569,0.532,0,5.0,67.41,0.333,0.543,4861,7895,87
101,2015,Rajasthan,Rajasthan_Zone1,central,19329803,205311,4838,proper road,87.63,0,0,0,0,0,0.416,0.501,0.912,0,13.481,12.6,0.0,0.3105,14856,26121,214
102,2015,Rajasthan,Rajasthan_Zone2,central,17324195,112797,3970,dirt road,38.91,0,0,0,0,0,0.065,0.559,0.915,1,5.0,10.23,0.083,0.5801,12169,17119,171
103,2015,Rajasthan,Rajasthan_Zone3,central,15119977,243623,5099,proper road,55.64,0,0,1,0,0,0.21,0.57,0.84,0,19.143,23.06,0.167,0.9269,39336,66780,594
104,2015,Rajasthan,Rajasthan_Zone4,central,22382508,116300,7324,proper road,71.42,1,0,0,0,0,0.311,0.562,0.835,1,5.0,19.82,0.25,1.2348,16240,32886,988
105,2015,Rajasthan,Rajasthan_Zone5,central,11744970,239792,2989,proper road,30.79,0,0,0,0,0,0.326,0.625,0.952,0,23.709,6.91,0.333,0.2211,24091,27804,335
106,2015,Sikkim,Sikkim_Zone1,north_east,10157056,244247,24578,proper road,31.36,0,0,0,0,0,0.457,0.654,0.345,0,26.81,94.33,0.0,0.6316,45147,82185,918
107,2015,Sikkim,Sikkim_Zone2,north_east,20573877,271071,15411,damaged road,69.12,1,0,0,0,0,0.189,0.7,0.338,1,18.815,79.43,0.083,2.4135,65687,200090,9251
108,2015,Sikkim,Sikkim_Zone3,north_east,14151913,201437,21634,damaged road,45.65,0,0,0,0,0,0.229,0.713,0.325,0,19.376,97.2,0.167,1.516,49485,117115,4215
109,2015,Sikkim,Sikkim_Zone4,north_east,17700601,266756,22474,proper road,65.43,0,0,0,1,0,0.225,0.666,0.328,1,15.158,80.61,0.25,0.6373,29212,66306,615
110,2015,Sikkim,Sikkim_Zone5,north_east,15470761,230690,19601,proper road,66.73,0,0,0,1,0,0.305,0.663,0.287,0,7.594,102.74,0.333,0.6679,29758,68777,647
111,2015,Tamil Nadu,Tamil Nadu_Zone1,south,6708207,112472,7188,dirt road,42.22,0,0,0,1,0,0.264,0.99,0.323,0,24.443,97.5,0.0,0.779,36130,72024,735
112,2015,Tamil Nadu,Tamil Nadu_Zone2,south,6320443,88179,8025,damaged road,53.94,0,0,1,0,0,0.61,0.919,0.264,1,16.678,88.28,0.083,2.0554,116598,325197,10038
113,2015,Tamil Nadu,Tamil Nadu_Zone3,south,8655464,120966,3292,proper road,66.5,1,0,1,0,0,0.173,0.99,0.417,0,13.95,83.99,0.167,1.9133,57267,157024,4477
114,2015,Tamil Nadu,Tamil Nadu_Zone4,south,10249540,135211,5930,proper road,39.58,0,0,0,0,0,0.414,0.99,0.408,1,19.764,71.06,0.25,0.4195,20561,36403,424
115,2015,Tamil Nadu,Tamil Nadu_Zone5,south,10797783,69945,5304,damaged road,54.95,0,0,0,0,0,0.284,0.99,0.378,0,5.173,89.5,0.333,1.3401,20765,49748,1672
116,2015,Telangana,Telangana_Zone1,south,17641366,82412,11657,proper road,61.39,1,0,0,0,0,0.23,0.95,0.448,0,5.186,79.47,0.0,1.3114,15364,36066,1204
117,2015,Telangana,Telangana_Zone2,south,9075465,68883,7000,proper road,46.05,0,0,0,0,0,0.435,0.934,0.51,1,5.0,58.85,0.083,0.3764,11512,19867,216
118,2015,Telangana,Telangana_Zone3,south,9005597,157930,5720,proper road,56.72,0,0,0,0,0,0.467,0.983,0.451,0,25.195,79.06,0.167,0.3927,26032,49777,515
119,2015,Telangana,Telangana_Zone4,south,19185754,89796,10329,proper road,66.75,0,0,0,0,1,0.219,0.99,0.376,1,6.321,74.89,0.25,0.8419,11226,26228,239
120,2015,Telangana,Telangana_Zone5,south,9583129,153077,10943,proper road,76.01,0,0,0,0,1,0.229,0.99,0.474,0,15.37,75.71,0.333,0.773,34872,79047,659
121,2015,Tripura,Tripura_Zone1,north_east,4408793,294752,16390,proper road,81.11,0,0,0,0,0,0.314,0.634,0.827,0,47.114,24.86,0.0,0.3036,83881,149215,1302
122,2015,Tripura,Tripura_Zone2,north_east,4194855,332180,21734,proper road,34.24,0,0,1,0,0,0.366,0.675,0.775,1,104.669,27.01,0.083,0.9201,175289,273449,2690
123,2015,Tripura,Tripura_Zone3,north_east,5387812,246798,19386,dirt road,55.74,0,0,0,0,0,0.393,0.666,0.781,0,62.156,31.48,0.167,0.6201,82056,137616,1314
124,2015,Tripura,Tripura_Zone4,north_east,6053641,155237,11995,proper road,88.11,0,0,0,0,0,0.101,0.661,0.905,1,37.616,11.43,0.25,0.2361,30607,53483,455
125,2015,Tripura,Tripura_Zone5,north_east,3198612,310580,15847,proper road,30.82,0,0,0,0,0,0.276,0.671,0.832,0,66.726,24.24,0.333,0.2822,113147,144110,1744
126,2015,Uttar Pradesh,Uttar Pradesh_Zone1,north,24615234,49534,9724,proper road,83.41,0,0,1,0,0,0.05,0.59,0.77,0,5.0,33.16,0.0,0.9662,5528,11561,87
127,2015,Uttar Pradesh,Uttar Pradesh_Zone2,north,28582382,47300,13385,proper road,84.69,0,0,0,0,0,0.05,0.647,0.729,1,5.0,32.49,0.083,0.3661,2735,5313,45
128,2015,Uttar Pradesh,Uttar Pradesh_Zone3,north,30264625,33241,13647,dirt road,63.32,1,0,0,0,0,0.152,0.666,0.811,0,5.0,27.25,0.167,1.4996,4315,8804,262
129,2015,Uttar Pradesh,Uttar Pradesh_Zone4,north,31602449,48041,12662,proper road,59.06,0,0,0,0,0,0.338,0.695,0.768,1,5.0,27.85,0.25,0.315,2341,3792,38
130,2015,Uttar Pradesh,Uttar Pradesh_Zone5,north,30670823,33731,16846,dirt road,82.32,1,0,0,0,0,0.08,0.658,0.91,0,5.0,12.92,0.333,1.4336,4068,8386,228
131,2015,Uttarakhand,Uttarakhand_Zone1,north,4774019,245991,9814,damaged road,85.4,0,0,0,1,0,0.266,0.821,0.464,0,66.692,77.22,0.0,1.365,151736,403668,11600
132,2015,Uttarakhand,Uttarakhand_Zone2,north,7936566,266595,18288,proper road,84.04,0,0,0,0,1,0.111,0.859,0.5,1,46.315,59.99,0.083,0.8206,72384,176653,1318
133,2015,Uttarakhand,Uttarakhand_Zone3,north,5386399,251611,19729,damaged road,58.82,0,0,0,0,0,0.095,0.897,0.475,0,28.219,75.67,0.167,1.3191,133153,305789,9722
134,2015,Uttarakhand,Uttarakhand_Zone4,north,6375963,283963,19707,dirt road,62.91,1,0,1,0,1,0.146,0.779,0.468,1,28.5,63.87,0.25,2.6828,227468,649187,17672
135,2015,Uttarakhand,Uttarakhand_Zone5,north,4686553,147791,18201,proper road,30.5,0,0,1,0,0,0.059,0.781,0.357,0,45.141,92.52,0.333,1.1592,84764,168449,1726
136,2015,West Bengal,West Bengal_Zone1,east,22357134,143726,14264,proper road,86.82,1,0,0,1,0,0.293,0.894,0.57,0,7.804,61.94,0.0,1.2539,20047,49191,1481
137,2015,West Bengal,West Bengal_Zone2,east,25737916,313100,22297,proper road,71.37,0,0,0,0,0,0.315,0.928,0.387,1,10.572,73.51,0.083,0.4646,20023,43604,402
138,2015,West Bengal,West Bengal_Zone3,east,13576842,192236,24331,dirt road,74.11,1,0,1,0,0,0.256,0.971,0.532,0,19.449,67.33,0.167,2.1418,64608,176003,4829
139,2015,West Bengal,West Bengal_Zone4,east,27024376,134183,17449,proper road,30.76,0,0,0,0,0,0.072,0.872,0.564,1,6.103,52.32,0.25,0.3692,7776,11769,140
140,2015,West Bengal,West Bengal_Zone5,east,23271330,176252,13607,dirt road,59.02,0,0,1,0,0,0.444,0.983,0.411,0,8.196,84.84,0.333,1.3209,24210,58324,465
141,2015,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,16169488,123123,17148,proper road,57.98,0,0,1,0,0,0.141,0.489,0.453,0,5.0,78.8,0.0,1.2384,22945,51980,454
142,2015,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,12381550,78159,29177,proper road,74.74,1,0,0,0,1,0.505,0.559,0.374,1,5.0,75.14,0.083,1.9587,27780,80265,2235
143,2015,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,10109082,59569,24631,proper road,48.8,0,0,0,0,0,0.207,0.483,0.291,0,5.0,102.12,0.167,0.7549,12945,27602,283
144,2015,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,16795078,137003,18440,proper road,46.86,0,0,0,0,0,0.542,0.536,0.384,1,6.911,73.96,0.25,0.6632,16662,32574,337
