Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
426,2017,Maharashtra,Maharashtra_Zone1,west,5721972,71745,12054,dirt road,66.77,1,0,1,0,0,0.247,0.763,0.4,0,11.814,86.36,0.167,2.3384,64223,187328,5070
427,2017,Maharashtra,Maharashtra_Zone2,west,6123295,69437,20725,damaged road,73.02,1,0,0,0,0,0.439,0.71,0.426,1,6.203,68.88,0.25,2.3469,59130,175758,8218
428,2017,Maharashtra,Maharashtra_Zone3,west,9019364,97958,14248,damaged road,50.84,0,0,0,0,0,0.213,0.886,0.444,0,5.434,80.06,0.333,1.3461,36153,80972,2752
429,2017,Maharashtra,Maharashtra_Zone4,west,6946283,61775,15280,damaged road,71.7,0,0,0,0,0,0.262,0.811,0.39,1,9.835,73.2,0.417,1.4217,31169,81274,2521
430,2017,Maharashtra,Maharashtra_Zone5,west,5387916,71418,19454,proper road,91.65,0,0,1,0,1,0.135,0.81,0.335,0,19.591,95.71,0.5,1.5602,48961,146398,987
431,2017,Manipur,Manipur_Zone1,north_east,5305918,96693,8214,proper road,47.86,0,0,0,0,0,0.443,0.705,0.575,0,15.716,61.13,0.167,0.4448,30062,51679,550
432,2017,Manipur,Manipur_Zone2,north_east,4743374,88322,12828,dirt road,34.42,0,0,1,1,0,0.178,0.758,0.475,1,25.348,62.96,0.25,1.3882,62011,126109,1205
433,2017,Manipur,Manipur_Zone3,north_east,5249663,65071,7179,proper road,72.53,1,0,0,0,0,0.325,0.941,0.417,0,9.515,84.02,0.333,1.338,40262,99998,3208
434,2017,Manipur,Manipur_Zone4,north_east,5140186,50102,13010,dirt road,40.95,0,0,0,0,0,0.232,0.788,0.675,1,13.152,39.03,0.417,0.6336,19511,31049,330
435,2017,Manipur,Manipur_Zone5,north_east,5920873,91992,8998,damaged road,73.82,0,0,0,0,0,0.125,0.803,0.511,0,14.024,70.45,0.5,1.3411,50499,123895,3699
436,2017,Meghalaya,Meghalaya_Zone1,north_east,16872542,100002,15006,proper road,36.16,0,0,0,0,0,0.251,0.566,0.524,0,5.0,68.52,0.167,0.55,11680,19330,221
437,2017,Meghalaya,Meghalaya_Zone2,north_east,7921972,111152,13552,proper road,53.63,0,0,0,0,0,0.451,0.577,0.742,1,13.281,30.97,0.25,0.392,22378,36006,386
438,2017,Meghalaya,Meghalaya_Zone3,north_east,10244947,67332,7404,dirt road,42.76,0,0,0,0,1,0.208,0.56,0.583,0,5.321,60.1,0.333,1.2121,20975,41488,387
439,2017,Meghalaya,Meghalaya_Zone4,north_east,10064900,91300,8763,proper road,31.5,0,0,0,0,0,0.2,0.667,0.576,1,5.217,50.85,0.417,0.4633,15977,24415,296
440,2017,Meghalaya,Meghalaya_Zone5,north_east,12699083,73723,14543,proper road,64.87,1,0,0,0,0,0.09,0.575,0.547,0,5.0,65.3,0.5,1.4299,21034,47996,1537
441,2017,Mizoram,Mizoram_Zone1,north_east,3738281,85362,7724,proper road,84.38,1,0,0,0,0,0.264,0.475,0.339,0,22.764,95.22,0.167,1.6253,83952,247785,6808
442,2017,Mizoram,Mizoram_Zone2,north_east,2672507,96649,7991,dirt road,57.36,0,0,1,0,0,0.119,0.62,0.221,1,38.662,93.5,0.25,1.6352,128124,350091,2746
443,2017,Mizoram,Mizoram_Zone3,north_east,2904856,126320,5528,proper road,66.19,1,0,0,0,0,0.18,0.613,0.266,0,57.407,105.67,0.333,1.6073,151163,414922,12982
444,2017,Mizoram,Mizoram_Zone4,north_east,2944109,117127,7559,dirt road,68.05,1,0,0,0,0,0.05,0.639,0.302,1,39.778,83.7,0.417,1.869,157276,452245,13453
445,2017,Mizoram,Mizoram_Zone5,north_east,3457937,83835,8000,proper road,42.47,0,0,1,0,0,0.317,0.635,0.288,0,29.18,102.48,0.5,1.2806,74189,170178,1558
446,2017,Nagaland,Nagaland_Zone1,north_east,7187585,198117,1528,proper road,64.36,0,0,1,0,0,0.422,0.751,0.64,0,38.421,51.82,0.167,0.9763,71658,147795,1192
447,2017,Nagaland,Nagaland_Zone2,north_east,4675669,254123,1128,proper road,67.75,1,0,1,0,0,0.278,0.695,0.578,1,63.855,50.66,0.25,1.9482,225655,567629,16041
448,2017,Nagaland,Nagaland_Zone3,north_east,4904301,271807,2718,damaged road,37.64,0,0,0,0,0,0.341,0.716,0.623,0,64.845,54.3,0.333,1.306,167659,318413,11509
449,2017,Nagaland,Nagaland_Zone4,north_east,5656250,153119,1804,proper road,88.62,0,0,0,0,0,0.095,0.745,0.629,1,28.849,44.56,0.417,0.3874,41263,86444,754
450,2017,Nagaland,Nagaland_Zone5,north_east,8536499,196387,3109,dirt road,61.76,1,0,0,0,0,0.292,0.696,0.607,0,12.051,56.62,0.5,1.6273,86086,194286,6039
451,2017,Odisha,Odisha_Zone1,east,23435997,153998,7998,dirt road,63.45,1,0,0,0,0,0.236,0.739,0.914,0,8.235,12.43,0.167,1.3907,23590,44650,1422
452,2017,Odisha,Odisha_Zone2,east,15548313,218042,15377,proper road,53.24,0,0,0,0,0,0.117,0.761,0.941,1,14.883,7.08,0.25,0.1608,16299,22163,235
453,2017,Odisha,Odisha_Zone3,east,25000593,210262,15033,damaged road,34.78,0,0,0,1,0,0.475,0.748,0.92,0,6.826,11.58,0.333,1.0823,24890,36994,1447
454,2017,Odisha,Odisha_Zone4,east,33251706,228156,11003,dirt road,52.36,0,0,0,0,0,0.126,0.777,0.873,1,8.659,15.2,0.417,0.5003,12713,19556,190
455,2017,Odisha,Odisha_Zone5,east,15450983,172574,8869,proper road,34.7,0,0,0,0,0,0.168,0.73,0.885,0,7.145,16.6,0.5,0.2157,14332,17702,212
456,2017,Punjab,Punjab_Zone1,north,10420205,20932,7914,dirt road,35.69,0,0,0,1,0,0.4,0.612,0.581,0,5.0,60.39,0.167,0.7878,5074,8888,90
457,2017,Punjab,Punjab_Zone2,north,7514822,37893,12685,dirt road,40.29,0,0,1,1,0,0.121,0.558,0.603,1,6.966,47.64,0.25,1.3991,18076,35768,317
458,2017,Punjab,Punjab_Zone3,north,9311511,37093,18324,dirt road,48.37,0,0,0,0,0,0.241,0.573,0.49,0,5.0,73.47,0.333,0.8708,10512,21028,198
459,2017,Punjab,Punjab_Zone4,north,13437004,31582,15101,proper road,87.15,0,0,0,0,0,0.139,0.71,0.664,1,5.0,40.38,0.417,0.3803,3999,8177,68
460,2017,Punjab,Punjab_Zone5,north,8266897,18014,9847,damaged road,50.49,0,0,0,0,0,0.295,0.592,0.495,0,5.0,72.73,0.5,1.4575,8278,18518,603
461,2017,Rajasthan,Rajasthan_Zone1,central,15914486,184327,6414,proper road,85.69,0,0,1,0,0,0.294,0.464,0.857,0,8.179,20.58,0.167,0.9681,30524,62946,451
462,2017,Rajasthan,Rajasthan_Zone2,central,20286068,179083,7153,dirt road,58.57,0,0,0,0,0,0.297,0.559,0.957,1,5.459,5.19,0.25,0.5509,17202,26233,240
463,2017,Rajasthan,Rajasthan_Zone3,central,16476866,184085,3821,proper road,42.78,0,0,0,0,0,0.085,0.611,0.847,0,9.584,22.05,0.333,0.3016,15961,22105,247
464,2017,Rajasthan,Rajasthan_Zone4,central,18200031,228398,4635,dirt road,32.91,0,0,0,0,0,0.287,0.536,0.802,1,10.247,23.79,0.417,0.6707,26258,37858,422
465,2017,Rajasthan,Rajasthan_Zone5,central,16764093,198675,7047,dirt road,61.88,1,0,0,0,0,0.224,0.608,0.93,0,6.448,10.11,0.5,1.4451,41775,77070,2444
466,2017,Sikkim,Sikkim_Zone1,north_east,14871905,286951,17746,proper road,33.2,0,0,1,0,1,0.123,0.737,0.416,0,13.09,84.13,0.167,1.5407,70527,150345,1408
467,2017,Sikkim,Sikkim_Zone2,north_east,11000345,275546,24672,dirt road,51.92,0,0,0,0,1,0.302,0.617,0.337,1,21.628,79.58,0.25,1.3556,79583,191262,1653
468,2017,Sikkim,Sikkim_Zone3,north_east,10941522,190197,12457,dirt road,77.38,1,0,0,0,0,0.194,0.64,0.368,0,24.226,90.95,0.333,1.8221,73596,212338,5949
469,2017,Sikkim,Sikkim_Zone4,north_east,9441077,286608,15841,proper road,60.45,1,0,1,0,0,0.28,0.647,0.287,1,43.156,85.51,0.417,2.1752,141173,414935,12185
470,2017,Sikkim,Sikkim_Zone5,north_east,17469421,155106,13821,dirt road,44.28,0,0,1,0,0,0.466,0.695,0.386,0,10.252,88.39,0.5,1.482,32330,73281,641
471,2017,Tamil Nadu,Tamil Nadu_Zone1,south,7194246,78823,5569,damaged road,36.79,0,0,0,0,0,0.34,0.99,0.253,0,13.765,107.55,0.167,1.4278,38757,90141,3271
472,2017,Tamil Nadu,Tamil Nadu_Zone2,south,5552776,140156,5527,dirt road,44.38,0,0,0,0,0,0.42,0.99,0.364,1,25.182,76.36,0.25,0.7505,54708,109940,1083
473,2017,Tamil Nadu,Tamil Nadu_Zone3,south,8128877,138872,4241,proper road,82.4,1,0,0,0,0,0.387,0.99,0.363,0,13.176,91.71,0.333,1.3508,56302,153922,4675
474,2017,Tamil Nadu,Tamil Nadu_Zone4,south,12115424,153820,4478,proper road,75.83,0,0,0,0,0,0.228,0.983,0.36,1,18.538,76.79,0.417,0.4565,22000,50511,434
475,2017,Tamil Nadu,Tamil Nadu_Zone5,south,6922302,105223,6131,dirt road,46.71,0,0,0,0,0,0.212,0.973,0.499,0,14.219,72.18,0.5,0.6644,30923,58657,578
476,2017,Telangana,Telangana_Zone1,south,15911983,150260,6711,dirt road,68.04,1,0,0,0,0,0.57,0.967,0.409,0,11.171,85.14,0.167,1.6304,37278,97921,3090
477,2017,Telangana,Telangana_Zone2,south,19127922,118707,12576,proper road,42.42,0,0,0,0,0,0.147,0.99,0.389,1,8.075,73.31,0.25,0.4326,10774,19334,218
478,2017,Telangana,Telangana_Zone3,south,13794844,140724,11369,proper road,49.84,0,0,0,0,0,0.183,0.986,0.343,0,8.058,94.63,0.333,0.4671,17758,35056,356
479,2017,Telangana,Telangana_Zone4,south,8313984,76210,12829,damaged road,45.18,0,0,0,1,0,0.429,0.984,0.394,1,8.214,72.75,0.417,1.3323,30888,68835,2503
480,2017,Telangana,Telangana_Zone5,south,11501493,75511,10770,dirt road,54.31,0,0,0,0,0,0.427,0.99,0.428,0,5.0,82.33,0.5,0.7052,14815,30029,283
481,2017,Tripura,Tripura_Zone1,north_east,5354412,327526,10707,proper road,61.26,1,0,1,1,0,0.069,0.653,0.739,0,80.486,37.54,0.167,1.8563,239042,529482,16042
482,2017,Tripura,Tripura_Zone2,north_east,3661301,259477,13466,proper road,77.48,0,0,0,0,0,0.168,0.547,0.84,1,97.306,19.18,0.25,0.3382,94218,162891,1420
483,2017,Tripura,Tripura_Zone3,north_east,3724975,267695,13491,dirt road,34.28,0,0,0,0,0,0.069,0.653,0.748,0,45.05,36.36,0.333,0.6502,135214,202465,2179
484,2017,Tripura,Tripura_Zone4,north_east,3169649,162216,21542,proper road,66.26,0,0,0,0,0,0.548,0.712,0.765,1,70.157,28.16,0.417,0.3083,67279,115139,1034
485,2017,Tripura,Tripura_Zone5,north_east,3058395,249258,17516,proper road,59.37,0,0,1,0,1,0.434,0.67,0.877,0,91.993,17.64,0.5,1.251,231789,425631,3382
486,2017,Uttar Pradesh,Uttar Pradesh_Zone1,north,27219184,23606,10887,proper road,73.51,1,0,0,0,1,0.451,0.693,0.785,0,5.0,31.03,0.167,1.6042,3806,8387,244
487,2017,Uttar Pradesh,Uttar Pradesh_Zone2,north,14721661,53566,6137,dirt road,53.73,0,0,0,0,0,0.225,0.705,0.809,1,5.0,22.95,0.25,0.5816,7492,12156,121
488,2017,Uttar Pradesh,Uttar Pradesh_Zone3,north,22358357,37733,6286,proper road,93.44,1,0,0,0,0,0.141,0.623,0.798,0,5.0,29.16,0.333,1.2302,5901,13330,367
489,2017,Uttar Pradesh,Uttar Pradesh_Zone4,north,17913464,51843,16018,dirt road,71.89,1,0,1,0,0,0.226,0.668,0.743,1,5.0,30.85,0.417,2.1462,15138,36526,976
490,2017,Uttar Pradesh,Uttar Pradesh_Zone5,north,20743183,38503,12043,proper road,47.59,0,0,1,0,0,0.281,0.66,0.835,0,5.0,23.77,0.5,0.8858,5074,8301,76
491,2017,Uttarakhand,Uttarakhand_Zone1,north,5416563,121787,23729,proper road,88.7,1,0,0,0,1,0.201,0.798,0.452,0,28.905,78.94,0.167,1.7847,91026,264548,7063
492,2017,Uttarakhand,Uttarakhand_Zone2,north,5621827,194607,23009,dirt road,66.04,1,0,0,0,1,0.35,0.917,0.442,1,46.033,66.98,0.25,2.0322,148133,404157,11305
493,2017,Uttarakhand,Uttarakhand_Zone3,north,5824111,119349,11791,dirt road,38.62,0,0,0,0,0,0.079,0.667,0.556,0,22.913,63.95,0.333,0.7772,45590,78769,813
494,2017,Uttarakhand,Uttarakhand_Zone4,north,6791198,216239,15902,proper road,44.74,0,0,0,0,0,0.05,0.856,0.495,1,24.13,60.56,0.417,0.4255,50376,88213,973
495,2017,Uttarakhand,Uttarakhand_Zone5,north,3820399,220868,10557,damaged road,76.52,1,0,0,0,0,0.05,0.892,0.516,0,62.614,69.69,0.5,2.1926,258106,709737,35107
496,2017,West Bengal,West Bengal_Zone1,east,15688282,121554,12514,proper road,54.7,0,0,0,1,0,0.291,0.989,0.607,0,9.767,56.55,0.167,0.2805,11113,18804,194
497,2017,West Bengal,West Bengal_Zone2,east,12454068,147049,13657,proper road,94.08,1,0,0,0,0,0.159,0.953,0.496,1,13.468,60.46,0.25,1.2762,38127,100737,2855
498,2017,West Bengal,West Bengal_Zone3,east,15648204,252489,15462,proper road,74.79,1,0,0,0,0,0.368,0.933,0.54,0,19.278,66.2,0.333,1.2555,51124,122113,3805
499,2017,West Bengal,West Bengal_Zone4,east,18512508,313454,14007,damaged road,88.6,0,0,0,0,0,0.142,0.891,0.477,1,15.976,62.78,0.417,1.321,54717,145815,4184
500,2017,West Bengal,West Bengal_Zone5,east,23793753,137960,19409,dirt road,92.15,0,0,0,0,1,0.295,0.937,0.487,0,7.597,73.87,0.5,1.0904,17402,44721,323
501,2017,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,11842908,97903,15869,proper road,93.19,0,0,0,0,0,0.207,0.569,0.411,0,10.023,84.78,0.167,0.6277,16955,42187,345
502,2017,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,11133042,148687,27908,proper road,85.0,1,0,0,0,0,0.05,0.539,0.382,1,12.608,74.17,0.25,1.563,50178,144219,4109
503,2017,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,8531743,110570,25242,proper road,51.05,0,0,1,1,0,0.276,0.61,0.485,0,16.901,74.21,0.333,1.1557,39011,82253,768
504,2017,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,14037169,134078,17130,proper road,36.22,0,0,0,0,0,0.057,0.567,0.339,1,12.149,79.3,0.417,0.6789,20518,38857,426
