Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1306,2022,Jharkhand,Jharkhand_Zone1,east,13411375,68071,20524,proper road,56.6,0,0,0,0,0,0.379,0.581,0.773,0,5.0,32.64,0.583,0.3682,10236,16448,165
1307,2022,Jharkhand,Jharkhand_Zone2,east,11817063,85511,13340,damaged road,75.02,0,1,1,0,0,0.342,0.517,0.742,1,5.0,31.01,0.667,2.7223,103721,280512,9855
1308,2022,Jharkhand,Jharkhand_Zone3,east,10975068,56473,8317,proper road,84.33,0,1,1,0,0,0.158,0.588,0.855,0,5.048,20.85,0.75,1.7074,27057,60604,1236
1309,2022,Jharkhand,Jharkhand_Zone4,east,17863519,55908,17726,dirt road,91.56,1,1,0,0,0,0.446,0.613,0.679,1,5.0,38.53,0.833,2.418,59339,167468,5924
1310,2022,Jharkhand,Jharkhand_Zone5,east,11712536,66477,19936,proper road,71.32,1,1,0,0,0,0.139,0.561,0.726,0,7.294,39.44,0.917,2.1113,92415,222819,9175
1311,2022,Karnataka,Karnataka_Zone1,south,1663265,231273,3600,dirt road,75.07,1,1,0,0,0,0.457,0.627,0.707,0,91.888,42.23,0.583,2.3916,2058568,5456878,208650
1312,2022,Karnataka,Karnataka_Zone2,south,3339179,155402,4138,damaged road,65.44,0,0,0,0,0,0.409,0.597,0.792,1,49.309,24.99,0.667,1.2473,172745,342234,11169
1313,2022,Karnataka,Karnataka_Zone3,south,3396837,214019,8098,damaged road,55.17,0,0,0,0,0,0.328,0.702,0.74,0,44.331,37.42,0.75,1.2311,228438,439014,15124
1314,2022,Karnataka,Karnataka_Zone4,south,3296031,163603,8160,proper road,52.56,0,0,1,0,0,0.332,0.642,0.626,1,73.692,44.83,0.833,1.0405,161359,312528,2939
1315,2022,Karnataka,Karnataka_Zone5,south,2039771,160847,9807,proper road,71.37,1,1,1,0,0,0.165,0.697,0.666,0,71.981,48.09,0.917,2.6854,1327780,3606104,138760
1316,2022,Kerala,Kerala_Zone1,south,9856000,105289,9839,proper road,31.49,0,1,0,1,0,0.416,0.585,0.428,0,10.021,82.37,0.583,1.4077,47496,95758,2848
1317,2022,Kerala,Kerala_Zone2,south,10471367,119742,5056,damaged road,65.35,0,1,1,0,0,0.496,0.652,0.427,1,6.419,68.71,0.667,2.8749,170223,527371,19962
1318,2022,Kerala,Kerala_Zone3,south,14200205,105106,8000,proper road,92.95,1,0,0,0,0,0.298,0.61,0.397,0,7.313,86.81,0.75,1.517,35237,101050,2872
1319,2022,Kerala,Kerala_Zone4,south,6538277,156583,9569,proper road,33.04,0,0,0,0,0,0.376,0.559,0.453,1,13.84,65.63,0.833,0.6035,59060,102900,1149
1320,2022,Kerala,Kerala_Zone5,south,7157791,147987,9177,damaged road,39.63,0,0,0,0,0,0.498,0.623,0.418,0,23.029,83.82,0.917,1.4961,91441,197313,7237
1321,2022,Madhya Pradesh,Madhya Pradesh_Zone1,central,15011418,171057,1697,proper road,33.46,0,1,0,0,0,0.235,0.713,0.537,0,10.86,66.67,0.583,1.2676,46826,88793,2588
1322,2022,Madhya Pradesh,Madhya Pradesh_Zone2,central,10837917,198627,4826,dirt road,48.5,0,0,1,0,0,0.201,0.683,0.385,1,26.352,73.81,0.667,1.4891,82579,194039,1665
1323,2022,Madhya Pradesh,Madhya Pradesh_Zone3,central,15577964,217777,4290,proper road,92.66,1,0,0,0,0,0.209,0.726,0.503,0,15.419,71.62,0.75,1.3849,59914,163452,4489
1324,2022,Madhya Pradesh,Madhya Pradesh_Zone4,central,16721258,120634,3857,proper road,81.71,1,0,0,0,1,0.05,0.767,0.535,1,10.133,55.85,0.833,1.7424,38570,101772,2915
1325,2022,Madhya Pradesh,Madhya Pradesh_Zone5,central,18970345,206497,3020,dirt road,86.4,0,1,0,0,0,0.287,0.684,0.531,0,12.197,67.51,0.917,1.5859,53277,143132,2933
1326,2022,Maharashtra,Maharashtra_Zone1,west,6740839,62412,27609,dirt road,61.18,1,1,0,0,0,0.079,0.769,0.395,0,5.624,87.06,0.583,2.5387,172687,503563,20113
1327,2022,Maharashtra,Maharashtra_Zone2,west,8433769,43533,21588,dirt road,72.5,1,1,0,0,0,0.123,0.876,0.501,1,6.381,59.87,0.667,2.4111,94936,269931,10689
1328,2022,Maharashtra,Maharashtra_Zone3,west,6783516,93948,24649,damaged road,91.13,1,1,1,0,0,0.418,0.88,0.505,0,13.867,71.21,0.75,3.606,638476,2290243,109891
1329,2022,Maharashtra,Maharashtra_Zone4,west,4334068,79580,17437,proper road,83.19,0,0,1,0,0,0.361,0.724,0.388,1,27.247,73.38,0.833,1.1661,69213,183992,1365
1330,2022,Maharashtra,Maharashtra_Zone5,west,6105901,84011,18128,proper road,68.48,1,0,1,0,0,0.093,0.791,0.337,0,12.51,95.48,0.917,2.0685,81311,236910,6720
1331,2022,Manipur,Manipur_Zone1,north_east,5904387,63954,13155,proper road,88.81,1,0,0,0,0,0.248,0.821,0.645,0,15.983,51.16,0.583,1.2384,42568,103122,3062
1332,2022,Manipur,Manipur_Zone2,north_east,7259652,46850,13124,proper road,86.87,1,1,1,1,0,0.365,0.843,0.695,1,5.338,36.64,0.667,2.5922,123067,345187,12445
1333,2022,Manipur,Manipur_Zone3,north_east,7654810,110516,19398,damaged road,53.15,0,0,0,0,0,0.501,0.794,0.499,0,15.186,72.17,0.75,1.3538,60253,136341,4554
1334,2022,Manipur,Manipur_Zone4,north_east,6032852,113490,16092,proper road,43.6,0,1,1,0,0,0.154,0.749,0.662,1,22.25,40.57,0.833,1.7619,95223,197666,4948
1335,2022,Manipur,Manipur_Zone5,north_east,7161859,115571,8768,proper road,93.06,1,0,0,0,0,0.103,0.689,0.551,0,12.574,64.69,0.917,1.3699,68762,182503,4992
1336,2022,Meghalaya,Meghalaya_Zone1,north_east,11435529,129310,12062,proper road,40.39,0,0,0,0,0,0.303,0.664,0.62,0,16.074,54.7,0.583,0.4339,24250,38787,423
1337,2022,Meghalaya,Meghalaya_Zone2,north_east,14430571,137532,16035,proper road,66.22,1,1,0,0,0,0.121,0.694,0.636,1,13.463,43.63,0.667,2.1073,149733,370402,15587
1338,2022,Meghalaya,Meghalaya_Zone3,north_east,12993395,101468,13186,proper road,75.92,1,0,0,0,0,0.177,0.638,0.624,0,5.122,54.15,0.75,1.3443,33479,76984,2342
1339,2022,Meghalaya,Meghalaya_Zone4,north_east,14460121,54048,13329,proper road,30.06,0,0,0,0,0,0.224,0.622,0.772,1,5.0,27.41,0.833,0.349,7622,10193,118
1340,2022,Meghalaya,Meghalaya_Zone5,north_east,14775503,130604,17058,damaged road,94.14,1,0,1,0,0,0.102,0.66,0.617,0,5.0,55.09,0.917,2.838,131751,400682,16763
1341,2022,Mizoram,Mizoram_Zone1,north_east,2698974,88193,12537,proper road,85.65,1,1,0,0,0,0.173,0.55,0.393,0,19.682,87.44,0.583,2.3501,514451,1623961,60635
1342,2022,Mizoram,Mizoram_Zone2,north_east,3117929,137040,10486,damaged road,80.97,1,1,0,0,0,0.265,0.557,0.314,1,22.367,82.36,0.667,3.3018,929168,3362159,178073
1343,2022,Mizoram,Mizoram_Zone3,north_east,1707326,123860,8997,dirt road,89.45,0,0,1,0,0,0.104,0.588,0.404,0,48.108,85.78,0.75,1.523,294627,832927,6119
1344,2022,Mizoram,Mizoram_Zone4,north_east,2743511,65543,8912,damaged road,40.36,0,0,1,0,0,0.103,0.628,0.329,1,32.17,80.47,0.833,2.1554,263244,687446,21460
1345,2022,Mizoram,Mizoram_Zone5,north_east,3439941,87931,7817,dirt road,36.07,0,0,0,1,0,0.429,0.616,0.377,0,33.708,89.75,0.917,0.9282,78777,155022,1582
1346,2022,Nagaland,Nagaland_Zone1,north_east,6056563,218627,2693,proper road,48.88,0,0,0,0,0,0.201,0.658,0.606,0,40.749,56.67,0.583,0.4464,72705,122699,1286
1347,2022,Nagaland,Nagaland_Zone2,north_east,5603792,170454,1349,dirt road,79.64,0,0,0,0,0,0.377,0.77,0.699,1,36.366,36.07,0.667,0.6255,74590,152760,1256
1348,2022,Nagaland,Nagaland_Zone3,north_east,7677976,300777,2648,dirt road,63.46,0,0,0,1,1,0.214,0.7,0.698,0,24.463,43.47,0.75,1.0615,132702,262664,2268
1349,2022,Nagaland,Nagaland_Zone4,north_east,7862735,158624,2627,proper road,30.58,0,0,1,0,1,0.117,0.664,0.707,1,28.249,35.18,0.833,1.3734,82894,143976,1370
1350,2022,Nagaland,Nagaland_Zone5,north_east,7468717,226965,3274,damaged road,57.8,0,0,0,0,0,0.442,0.669,0.566,0,30.269,62.48,0.917,1.369,123798,272980,9387
1351,2022,Odisha,Odisha_Zone1,east,27922715,118966,16558,damaged road,70.16,1,1,1,0,0,0.183,0.626,0.914,0,5.0,12.45,0.583,3.4476,205247,529048,26006
1352,2022,Odisha,Odisha_Zone2,east,21420985,258378,10667,proper road,72.18,1,0,0,0,0,0.339,0.617,0.853,1,9.697,17.6,0.667,1.1942,47031,92471,2834
1353,2022,Odisha,Odisha_Zone3,east,26422552,247660,6562,proper road,82.94,0,0,1,0,0,0.079,0.789,0.912,0,13.852,12.65,0.75,0.7671,27460,51495,405
1354,2022,Odisha,Odisha_Zone4,east,29183807,253509,16891,proper road,36.81,0,0,0,0,0,0.244,0.691,0.852,1,5.069,17.78,0.833,0.2581,15097,19560,232
1355,2022,Odisha,Odisha_Zone5,east,25111378,139985,9401,proper road,77.78,1,0,0,0,0,0.245,0.619,0.884,0,7.195,16.73,0.917,1.1721,22229,43575,1303
1356,2022,Punjab,Punjab_Zone1,north,7761689,35336,19483,proper road,48.0,0,1,0,1,0,0.308,0.569,0.527,0,5.0,68.14,0.583,1.3466,20104,42620,1098
1357,2022,Punjab,Punjab_Zone2,north,6730993,38130,20352,dirt road,35.83,0,0,0,0,0,0.428,0.588,0.429,1,5.733,68.53,0.667,0.9059,18963,35924,367
1358,2022,Punjab,Punjab_Zone3,north,10894132,36397,10117,proper road,88.86,1,1,0,0,0,0.387,0.585,0.431,0,5.0,81.94,0.75,2.3056,60258,187457,7113
1359,2022,Punjab,Punjab_Zone4,north,13303313,20961,18553,proper road,55.99,0,1,1,0,0,0.14,0.672,0.581,1,5.0,50.28,0.833,1.8571,9603,22733,518
1360,2022,Punjab,Punjab_Zone5,north,10825287,19383,13573,proper road,84.29,0,0,1,0,0,0.232,0.596,0.546,0,5.0,65.37,0.917,1.1198,7283,17443,128
1361,2022,Rajasthan,Rajasthan_Zone1,central,19975715,155642,6541,proper road,55.72,0,0,0,0,1,0.33,0.517,0.861,0,5.585,20.08,0.583,0.7394,23117,38182,353
1362,2022,Rajasthan,Rajasthan_Zone2,central,21385552,174785,3550,proper road,30.78,0,0,0,0,0,0.45,0.529,0.845,1,5.664,18.6,0.667,0.3441,15953,20432,244
1363,2022,Rajasthan,Rajasthan_Zone3,central,13119687,262458,4677,damaged road,46.94,0,1,0,0,0,0.562,0.488,0.903,0,18.07,13.97,0.75,2.0238,113656,219648,9868
1364,2022,Rajasthan,Rajasthan_Zone4,central,18036992,187442,6285,damaged road,62.98,0,0,1,0,0,0.551,0.535,0.941,1,12.629,7.14,0.833,1.7743,103852,204541,5905
1365,2022,Rajasthan,Rajasthan_Zone5,central,12911392,223468,6647,proper road,78.15,1,0,1,0,0,0.274,0.614,0.827,0,16.666,24.88,0.917,1.8141,89299,205472,5449
1366,2022,Sikkim,Sikkim_Zone1,north_east,9907717,236063,26216,proper road,34.31,0,0,0,0,1,0.243,0.694,0.328,0,17.272,96.71,0.583,1.0229,79183,162086,1615
1367,2022,Sikkim,Sikkim_Zone2,north_east,16294105,132013,22116,proper road,90.75,1,0,0,0,0,0.482,0.669,0.416,1,9.551,70.13,0.667,1.4746,37455,105444,2866
1368,2022,Sikkim,Sikkim_Zone3,north_east,14961417,188762,22171,proper road,30.3,0,1,0,0,0,0.569,0.625,0.319,0,18.108,98.12,0.75,1.4645,56579,122090,3535
1369,2022,Sikkim,Sikkim_Zone4,north_east,10640980,131597,21166,proper road,62.41,1,0,0,0,0,0.453,0.645,0.461,1,15.992,64.69,0.833,1.455,54955,135155,4292
1370,2022,Sikkim,Sikkim_Zone5,north_east,16899919,291669,13194,dirt road,89.06,0,1,1,0,0,0.248,0.715,0.339,0,9.013,95.12,0.917,2.3048,110543,363301,6723
1371,2022,Tamil Nadu,Tamil Nadu_Zone1,south,12148936,69275,5607,proper road,78.43,0,0,0,0,0,0.331,0.99,0.435,0,5.0,81.39,0.583,0.4006,12284,27242,244
1372,2022,Tamil Nadu,Tamil Nadu_Zone2,south,9433894,111061,4369,proper road,92.78,0,1,0,0,1,0.232,0.99,0.409,1,10.813,70.93,0.667,1.6187,57342,167236,3462
1373,2022,Tamil Nadu,Tamil Nadu_Zone3,south,9287934,140589,8282,proper road,71.58,1,0,0,0,0,0.292,0.99,0.377,0,14.015,89.73,0.75,1.3412,64573,166357,5235
1374,2022,Tamil Nadu,Tamil Nadu_Zone4,south,5975758,72082,3845,damaged road,74.41,0,0,1,0,0,0.501,0.99,0.305,1,14.347,83.4,0.833,1.9915,130252,389255,10881
1375,2022,Tamil Nadu,Tamil Nadu_Zone5,south,11023123,122699,6593,proper road,55.76,0,1,0,1,0,0.407,0.985,0.402,0,14.699,86.08,0.917,1.226,44642,106079,2678
1376,2022,Telangana,Telangana_Zone1,south,18291247,144689,11511,proper road,53.3,0,1,1,0,0,0.217,0.892,0.307,0,6.222,99.82,0.583,1.9391,46392,125262,2998
1377,2022,Telangana,Telangana_Zone2,south,10936117,64408,4661,dirt road,31.42,0,0,0,0,1,0.214,0.99,0.507,1,5.0,59.15,0.667,1.05,21725,40236,396
1378,2022,Telangana,Telangana_Zone3,south,16840500,90609,10982,dirt road,80.98,1,0,1,0,0,0.487,0.893,0.409,0,5.438,85.06,0.75,2.2669,35397,109419,2822
1379,2022,Telangana,Telangana_Zone4,south,14044249,87097,10409,dirt road,50.76,0,1,0,0,1,0.202,0.988,0.47,1,7.456,63.61,0.833,1.8773,36166,87693,2056
1380,2022,Telangana,Telangana_Zone5,south,12996683,145789,11677,damaged road,33.35,0,0,0,0,0,0.328,0.971,0.517,0,6.33,69.49,0.917,1.2523,45344,88784,3337
1381,2022,Tripura,Tripura_Zone1,north_east,3084949,194031,9646,dirt road,93.11,0,0,0,0,0,0.244,0.721,0.798,0,42.885,29.05,0.583,0.5805,138315,284578,2208
1382,2022,Tripura,Tripura_Zone2,north_east,3475910,287310,22287,proper road,32.73,0,0,1,0,0,0.396,0.732,0.802,1,94.121,23.81,0.667,0.8727,227803,344929,3639
1383,2022,Tripura,Tripura_Zone3,north_east,3923467,307455,13844,proper road,58.93,0,0,0,0,0,0.324,0.637,0.718,0,67.133,40.66,0.75,0.3792,141343,242346,2371
1384,2022,Tripura,Tripura_Zone4,north_east,5842228,216062,25368,proper road,76.43,1,1,1,0,0,0.323,0.727,0.829,1,47.185,20.57,0.833,2.5564,638009,1556860,59859
1385,2022,Tripura,Tripura_Zone5,north_east,2774091,203110,17068,proper road,41.25,0,0,0,0,0,0.541,0.657,0.876,0,99.348,17.83,0.917,0.2583,111811,147367,1607
1386,2022,Uttar Pradesh,Uttar Pradesh_Zone1,north,20527747,46916,5995,damaged road,45.09,0,0,0,0,0,0.511,0.62,0.854,0,5.0,20.96,0.583,1.1921,9717,16519,584
1387,2022,Uttar Pradesh,Uttar Pradesh_Zone2,north,31341682,39089,12816,damaged road,93.87,1,0,0,0,0,0.416,0.617,0.769,1,5.0,27.76,0.667,2.1532,8456,22177,915
1388,2022,Uttar Pradesh,Uttar Pradesh_Zone3,north,33131186,54953,10603,damaged road,52.27,0,0,0,0,1,0.089,0.66,0.738,0,5.0,37.79,0.75,1.6537,9046,18557,596
1389,2022,Uttar Pradesh,Uttar Pradesh_Zone4,north,32182972,57251,9000,proper road,71.81,1,0,1,0,0,0.121,0.742,0.736,1,5.0,31.72,0.833,1.8142,10570,24497,687
1390,2022,Uttar Pradesh,Uttar Pradesh_Zone5,north,24435484,49048,10030,proper road,62.85,1,0,0,0,0,0.399,0.583,0.738,0,5.0,37.76,0.917,1.2922,8992,18308,574
1391,2022,Uttarakhand,Uttarakhand_Zone1,north,7742804,224347,21794,proper road,31.3,0,1,1,0,0,0.286,0.705,0.344,0,37.974,94.47,0.583,2.0068,160449,386271,9784
1392,2022,Uttarakhand,Uttarakhand_Zone2,north,4999387,234379,21535,damaged road,59.49,0,0,1,0,1,0.322,0.817,0.508,1,40.617,59.1,0.667,2.3364,539198,1444614,40898
1393,2022,Uttarakhand,Uttarakhand_Zone3,north,4512792,144984,11489,proper road,31.43,0,0,0,0,1,0.275,0.806,0.408,0,25.254,85.27,0.75,0.9113,99910,184179,2039
1394,2022,Uttarakhand,Uttarakhand_Zone4,north,4462702,178998,23134,proper road,56.14,0,0,0,0,1,0.175,0.827,0.464,1,51.413,64.3,0.833,0.8616,118750,241981,2308
1395,2022,Uttarakhand,Uttarakhand_Zone5,north,4714092,197215,24581,proper road,93.56,0,1,0,0,0,0.136,0.775,0.468,0,50.964,76.66,0.917,1.2849,157412,425974,9171
1396,2022,West Bengal,West Bengal_Zone1,east,23633809,219815,21549,dirt road,87.96,1,1,1,0,0,0.281,0.99,0.542,0,13.614,65.99,0.583,2.9258,194306,622337,21501
1397,2022,West Bengal,West Bengal_Zone2,east,20255576,231627,20157,damaged road,80.92,1,1,0,0,0,0.218,0.942,0.475,1,15.873,62.99,0.667,2.9966,243373,776172,41393
1398,2022,West Bengal,West Bengal_Zone3,east,18199879,202967,23554,proper road,54.65,0,1,0,1,0,0.166,0.99,0.495,0,14.737,72.69,0.75,1.1583,43309,92048,2466
1399,2022,West Bengal,West Bengal_Zone4,east,17219504,165875,10885,proper road,34.11,0,1,0,0,0,0.365,0.932,0.521,1,6.177,57.52,0.833,1.1695,37365,70836,2078
1400,2022,West Bengal,West Bengal_Zone5,east,16125588,174296,25219,proper road,45.55,0,0,0,0,0,0.241,0.99,0.455,0,8.967,78.52,0.917,0.3867,21809,38215,434
1401,2022,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone1,central,15806326,79979,23549,proper road,59.63,0,1,0,1,0,0.425,0.513,0.427,0,7.463,82.57,0.583,1.4447,23547,58094,1394
1402,2022,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone2,central,10161858,98380,17818,dirt road,42.5,0,1,0,1,0,0.121,0.464,0.291,1,8.579,85.04,0.667,1.8639,53758,137380,3299
1403,2022,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone3,central,12026418,126687,21172,proper road,50.17,0,0,0,0,0,0.284,0.524,0.416,0,15.236,84.16,0.75,0.6472,27425,53780,554
